,Unnamed: 0,id,path_from_root,path_from_root_id,name,total_items_in_this_category
0,0,MLC440901,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Alarmas para Motos']","['MLC1747', 'MLC1772', 'MLC440901']",Alarmas para Motos,1741
1,1,MLC434708,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Alforjas']","['MLC1747', 'MLC1772', 'MLC434708']",Alforjas,3283
2,2,MLC437264,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Caballetes', 'Elevadores']","['MLC1747', 'MLC1772', 'MLC437263', 'MLC437264']",Elevadores,27
3,3,MLC437550,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Caballetes', 'Otros']","['MLC1747', 'MLC1772', 'MLC437263', 'MLC437550']",Otros,6
4,4,MLC437265,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Caballetes', 'Universales']","['MLC1747', 'MLC1772', 'MLC437263', 'MLC437265']",Universales,1228
5,5,MLC11090,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Cascos']","['MLC1747', 'MLC1772', 'MLC11090']",Cascos,10016
6,6,MLC414018,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Cubre Amortiguadores']","['MLC1747', 'MLC1772', 'MLC414018']",Cubre Amortiguadores,2430
7,7,MLC183102,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Cubre Puños']","['MLC1747', 'MLC1772', 'MLC183102']",Cubre Puños,4407
8,8,MLC429403,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Cubre Rayos']","['MLC1747', 'MLC1772', 'MLC429403']",Cubre Rayos,1358
9,9,MLC440902,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Defensas']","['MLC1747', 'MLC1772', 'MLC440902']",Defensas,7471
10,10,MLC429624,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Emblemas']","['MLC1747', 'MLC1772', 'MLC429624']",Emblemas,3025
11,11,MLC430629,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Fundas', 'Para Asientos']","['MLC1747', 'MLC1772', 'MLC455763', 'MLC430629']",Para Asientos,2315
12,12,MLC416885,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Fundas', 'Para Cuatriciclos']","['MLC1747', 'MLC1772', 'MLC455763', 'MLC416885']",Para Cuatriciclos,1071
13,13,MLC22297,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Fundas', 'Para Motos']","['MLC1747', 'MLC1772', 'MLC455763', 'MLC22297']",Para Motos,9347
14,14,MLC455764,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Fundas', 'Otros']","['MLC1747', 'MLC1772', 'MLC455763', 'MLC455764']",Otros,8
15,15,MLC22890,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Accesorios', 'Antiparras']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455749', 'MLC22890']",Antiparras,2466
16,16,MLC437579,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Accesorios', 'Gorras']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455749', 'MLC437579']",Gorras,23
17,17,MLC22879,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Accesorios', 'Guantes']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455749', 'MLC22879']",Guantes,7515
18,18,MLC417272,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Accesorios', 'Lentes']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455749', 'MLC417272']",Lentes,2989
19,19,MLC61217,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Accesorios', 'Máscaras y Pasamontañas']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455749', 'MLC61217']",Máscaras y Pasamontañas,3695
20,20,MLC429503,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Accesorios', 'Tear Offs']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455749', 'MLC429503']",Tear Offs,124
21,21,MLC455750,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Accesorios', 'Otros']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455749', 'MLC455750']",Otros,0
22,22,MLC59862,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Botas']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC59862']",Botas,2679
23,23,MLC440894,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Camisas']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC440894']",Camisas,71
24,24,MLC59860,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Chaquetas']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC59860']",Chaquetas,2479
25,25,MLC411538,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Conjuntos']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC411538']",Conjuntos,2094
26,26,MLC437578,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Medias']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC437578']",Medias,184
27,27,MLC59861,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Pantalones']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC59861']",Pantalones,1191
28,28,MLC437581,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Arneses de Seguridad']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC437581']",Arneses de Seguridad,253
29,29,MLC437246,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Chalecos Airbag']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC437246']",Chalecos Airbag,132
30,30,MLC403007,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Coderas']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC403007']",Coderas,402
31,31,MLC403008,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Fajas Lumbares']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC403008']",Fajas Lumbares,26
32,32,MLC183101,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Jofas']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC183101']",Jofas,1196
33,33,MLC403006,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Protectores Cervicales']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC403006']",Protectores Cervicales,837
34,34,MLC437267,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Protectores de Espalda']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC437267']",Protectores de Espalda,367
35,35,MLC74198,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Rodilleras']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC74198']",Rodilleras,2176
36,36,MLC455752,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Protección para Motociclistas', 'Otros']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC455751', 'MLC455752']",Otros,6
37,37,MLC440893,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Remeras']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC440893']",Remeras,321
38,38,MLC437580,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Shorts']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC437580']",Shorts,58
39,39,MLC440895,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Trajes de Lluvia']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC440895']",Trajes de Lluvia,9897
40,40,MLC59863,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Indumentaria y Calzado', 'Otros']","['MLC1747', 'MLC1772', 'MLC11076', 'MLC59863']",Otros,198
41,41,MLC179993,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Intercomunicadores']","['MLC1747', 'MLC1772', 'MLC179993']",Intercomunicadores,3455
42,42,MLC437256,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas de Equipaje']","['MLC1747', 'MLC1772', 'MLC437256']",Lingas de Equipaje,784
43,43,MLC74199,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas y Trabas', 'Cadenas de Seguridad']","['MLC1747', 'MLC1772', 'MLC436005', 'MLC74199']",Cadenas de Seguridad,1699
44,44,MLC433783,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas y Trabas', 'Lingas', 'De Remolque']","['MLC1747', 'MLC1772', 'MLC436005', 'MLC420072', 'MLC433783']",De Remolque,1100
45,45,MLC433782,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas y Trabas', 'Lingas', 'De Seguridad']","['MLC1747', 'MLC1772', 'MLC436005', 'MLC420072', 'MLC433782']",De Seguridad,1380
46,46,MLC437339,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas y Trabas', 'Lingas', 'Otros']","['MLC1747', 'MLC1772', 'MLC436005', 'MLC420072', 'MLC437339']",Otros,6
47,47,MLC437250,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas y Trabas', 'Trabas', 'Bloqueos de Discos']","['MLC1747', 'MLC1772', 'MLC436005', 'MLC74183', 'MLC437250']",Bloqueos de Discos,4796
48,48,MLC437251,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas y Trabas', 'Trabas', 'Trabas en U']","['MLC1747', 'MLC1772', 'MLC436005', 'MLC74183', 'MLC437251']",Trabas en U,12
49,49,MLC437337,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas y Trabas', 'Trabas', 'Otros']","['MLC1747', 'MLC1772', 'MLC436005', 'MLC74183', 'MLC437337']",Otros,127
50,50,MLC440964,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Lingas y Trabas', 'Otros']","['MLC1747', 'MLC1772', 'MLC436005', 'MLC440964']",Otros,9
51,51,MLC432921,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Maletas y Anclajes', 'Baúles para Cuatrimotos']","['MLC1747', 'MLC1772', 'MLC436801', 'MLC432921']",Baúles para Cuatrimotos,1450
52,52,MLC440897,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Maletas y Anclajes', 'Bolsos Porta Cascos']","['MLC1747', 'MLC1772', 'MLC436801', 'MLC440897']",Bolsos Porta Cascos,1292
53,53,MLC440896,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Maletas y Anclajes', 'Maletas Laterales']","['MLC1747', 'MLC1772', 'MLC436801', 'MLC440896']",Maletas Laterales,472
54,54,MLC379646,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Maletas y Anclajes', 'Mochilas para Delivery']","['MLC1747', 'MLC1772', 'MLC436801', 'MLC379646']",Mochilas para Delivery,18
55,55,MLC440899,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Maletas y Anclajes', 'Otros']","['MLC1747', 'MLC1772', 'MLC436801', 'MLC440899']",Otros,120
56,56,MLC440898,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Maletas y Anclajes', 'Portaequipajes']","['MLC1747', 'MLC1772', 'MLC436801', 'MLC440898']",Portaequipajes,1845
57,57,MLC437375,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Mochilas y Bolsos']","['MLC1747', 'MLC1772', 'MLC437375']",Mochilas y Bolsos,2216
58,58,MLC440900,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Parabrisas']","['MLC1747', 'MLC1772', 'MLC440900']",Parabrisas,6561
59,59,MLC445725,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Parlantes']","['MLC1747', 'MLC1772', 'MLC445725']",Parlantes,5
60,60,MLC429028,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Pisaderas']","['MLC1747', 'MLC1772', 'MLC429028']",Pisaderas,3232
61,61,MLC415256,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Protectores de Radiadores']","['MLC1747', 'MLC1772', 'MLC415256']",Protectores de Radiadores,2571
62,62,MLC417571,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Protectores para Manubrios']","['MLC1747', 'MLC1772', 'MLC417571']",Protectores para Manubrios,9947
63,63,MLC413538,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Rampas']","['MLC1747', 'MLC1772', 'MLC413538']",Rampas,275
64,64,MLC413539,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Redes de Pulpo']","['MLC1747', 'MLC1772', 'MLC413539']",Redes de Pulpo,1607
65,65,MLC437269,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Repuestos para Cascos']","['MLC1747', 'MLC1772', 'MLC437269']",Repuestos para Cascos,1368
66,66,MLC434743,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Simil Turbo']","['MLC1747', 'MLC1772', 'MLC434743']",Simil Turbo,45
67,67,MLC443874,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Sliders']","['MLC1747', 'MLC1772', 'MLC443874']",Sliders,4802
68,68,MLC437254,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Soportes de Parabrisas']","['MLC1747', 'MLC1772', 'MLC437254']",Soportes de Parabrisas,754
69,69,MLC437255,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Straps']","['MLC1747', 'MLC1772', 'MLC437255']",Straps,206
70,70,MLC179437,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Velocímetros para Motos']","['MLC1747', 'MLC1772', 'MLC179437']",Velocímetros para Motos,3288
71,71,MLC412452,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Visores para Cascos']","['MLC1747', 'MLC1772', 'MLC412452']",Visores para Cascos,2811
72,72,MLC3931,"['Accesorios para Vehículos', 'Acc. para Motos y Cuatrimotos', 'Otros']","['MLC1747', 'MLC1772', 'MLC3931']",Otros,3802
73,73,MLC74203,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Accesorios para Pick Up', 'Barras Antivuelcos']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176999', 'MLC74203']",Barras Antivuelcos,637
74,74,MLC437421,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Accesorios para Pick Up', 'Cajas de Herramientas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176999', 'MLC437421']",Cajas de Herramientas,98
75,75,MLC59838,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Accesorios para Pick Up', 'Cubre Pickups']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176999', 'MLC59838']",Cubre Pickups,434
76,76,MLC177000,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Accesorios para Pick Up', 'Cúpulas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176999', 'MLC177000']",Cúpulas,26
77,77,MLC437420,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Accesorios para Pick Up', 'Lomos de Cajas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176999', 'MLC437420']",Lomos de Cajas,6
78,78,MLC429253,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Accesorios para Pick Up', 'Lonas Marítimas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176999', 'MLC429253']",Lonas Marítimas,489
79,79,MLC177002,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Accesorios para Pick Up', 'Tapas de Pick Up']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176999', 'MLC177002']",Tapas de Pick Up,1097
80,80,MLC177001,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Accesorios para Pick Up', 'Otros']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176999', 'MLC177001']",Otros,222
81,81,MLC403347,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Aletas', 'Aletas de Capot']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC440798', 'MLC403347']",Aletas de Capot,963
82,82,MLC176996,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Aletas', 'Bota Agua']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC440798', 'MLC176996']",Bota Agua,3086
83,83,MLC439838,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Aletas', 'Otros']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC440798', 'MLC439838']",Otros,105
84,84,MLC440843,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Antirrobos de Ruedas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC440843']",Antirrobos de Ruedas,3069
85,85,MLC403333,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Barreros']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC403333']",Barreros,985
86,86,MLC417547,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Cámaras de Retroceso']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC417547']",Cámaras de Retroceso,14874
87,87,MLC429700,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Cintas de Remolque']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC429700']",Cintas de Remolque,5379
88,88,MLC176990,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Cobertores', 'Cubre Autos']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176991', 'MLC176990']",Cubre Autos,72514
89,89,MLC59888,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Cobertores', 'Cubre Ruedas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176991', 'MLC59888']",Cubre Ruedas,2096
90,90,MLC440842,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Cobertores', 'Cubre Trompas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176991', 'MLC440842']",Cubre Trompas,918
91,91,MLC176992,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Cobertores', 'Otros Cobertores']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176991', 'MLC176992']",Otros Cobertores,1238
92,92,MLC440840,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Defensas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC440840']",Defensas,1016
93,93,MLC429568,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Embellecedores', 'Cubre Calipers']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC373364', 'MLC429568']",Cubre Calipers,4952
94,94,MLC431761,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Embellecedores', 'Cubre Manijas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC373364', 'MLC431761']",Cubre Manijas,1522
95,95,MLC437779,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Embellecedores', 'Otros']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC373364', 'MLC437779']",Otros,3509
96,96,MLC420187,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Embellecedores', 'Soportes para Patentes']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC373364', 'MLC420187']",Soportes para Patentes,2265
97,97,MLC429029,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Embellecedores', 'Tapas de Válvulas de Ruedas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC373364', 'MLC429029']",Tapas de Válvulas de Ruedas,4472
98,98,MLC437424,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Enganches', 'Acoples']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176993', 'MLC437424']",Acoples,346
99,99,MLC403341,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Enganches', 'Bolas para Enganches']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176993', 'MLC403341']",Bolas para Enganches,1516
100,100,MLC403342,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Enganches', 'Enchufe Conector']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176993', 'MLC403342']",Enchufe Conector,3681
101,101,MLC437787,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Enganches', 'Enganches completos']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176993', 'MLC437787']",Enganches completos,1278
102,102,MLC430561,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Enganches', 'Ganchos de Remolque']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176993', 'MLC430561']",Ganchos de Remolque,4458
103,103,MLC403343,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Enganches', 'Módulos de Luces']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176993', 'MLC403343']",Módulos de Luces,4915
104,104,MLC413408,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Enganches', 'Tortugas de Enganche']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176993', 'MLC413408']",Tortugas de Enganche,633
105,105,MLC403344,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Enganches', 'Otros']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176993', 'MLC403344']",Otros,1519
106,106,MLC178642,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Eslingas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC178642']",Eslingas,1497
107,107,MLC177175,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Fangueras']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC177175']",Fangueras,591
108,108,MLC161448,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Pisaderas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC161448']",Pisaderas,779
109,109,MLC74176,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Portaequipajes', 'Barras y Soportes']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC59886', 'MLC74176']",Barras y Soportes,47607
110,110,MLC74177,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Portaequipajes', 'Cajas de Portaequipaje']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC59886', 'MLC74177']",Cajas de Portaequipaje,305
111,111,MLC440841,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Portaequipajes', 'Ganchos, Cintas y Elásticos']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC59886', 'MLC440841']","Ganchos, Cintas y Elásticos",3046
112,112,MLC176994,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Portaequipajes', 'Parrillas de Portaequipajes']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC59886', 'MLC176994']",Parrillas de Portaequipajes,3719
113,113,MLC74178,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Portaequipajes', 'Otros']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC59886', 'MLC74178']",Otros,15
114,114,MLC45905,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Sensores de Retroceso']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC45905']",Sensores de Retroceso,24387
115,115,MLC403348,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Separadores de Ruedas']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC403348']",Separadores de Ruedas,1872
116,116,MLC403332,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Snorkel']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC403332']",Snorkel,281
117,117,MLC432998,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Tapas de Barras Portaequipajes']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC432998']",Tapas de Barras Portaequipajes,58
118,118,MLC59864,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Tapas de Rueda']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC59864']",Tapas de Rueda,3818
119,119,MLC176936,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Exterior', 'Otros']","['MLC1747', 'MLC22867', 'MLC176935', 'MLC176936']",Otros,3787
120,120,MLC434393,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Interior', 'Bases para Sillas de Bebé']","['MLC1747', 'MLC22867', 'MLC176997', 'MLC434393']",Bases para Sillas de Bebé,443
121,121,MLC430947,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Interior', 'Bochas para Volantes']","['MLC1747', 'MLC22867', 'MLC176997', 'MLC430947']",Bochas para Volantes,2466
122,122,MLC429491,"['Accesorios para Vehículos', 'Accesorios de Auto y Camioneta', 'Accesorios de Interior', 'Bolsas Multiuso']","['MLC1747', 'MLC22867', 'MLC176997', 'MLC429491']",Bolsas Multiuso,14711
