,Unnamed: 0,id,path_from_root,path_from_root_id,name,total_items_in_this_category
4852,4852,MLC430156,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Licuadoras', 'Cuchillas']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC440048', 'MLC430156']",Cuchillas,987
4853,4853,MLC455713,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Licuadoras', 'Motores']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC440048', 'MLC455713']",Motores,13
4854,4854,MLC431067,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Licuadoras', 'Tapas para Licuadoras']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC440048', 'MLC431067']",Tapas para Licuadoras,337
4855,4855,MLC430155,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Licuadoras', 'Vasos']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC440048', 'MLC430155']",Vasos,360
4856,4856,MLC430154,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Licuadoras', 'Otros']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC440048', 'MLC430154']",Otros,0
4857,4857,MLC455155,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Accesorios para Pastas']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455155']",Accesorios para Pastas,14
4858,4858,MLC455141,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Batidores']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455141']",Batidores,134
4859,4859,MLC455153,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Bowls']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455153']",Bowls,62
4860,4860,MLC455152,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Cuchillas']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455152']",Cuchillas,605
4861,4861,MLC455154,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Discos']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455154']",Discos,2
4862,4862,MLC455150,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Ejes']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455150']",Ejes,19
4863,4863,MLC455140,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Engranajes']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455140']",Engranajes,114
4864,4864,MLC455157,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Motores']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455157']",Motores,57
4865,4865,MLC455149,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Otros']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455149']",Otros,27
4866,4866,MLC455151,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Para Procesadoras y Batidoras', 'Tapas']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC392009', 'MLC455151']",Tapas,55
4867,4867,MLC455126,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Repuestos y Accesorios', 'Otros']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC455125', 'MLC455126']",Otros,413
4868,4868,MLC438290,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Cocina', 'Otros']","['MLC5726', 'MLC1581', 'MLC438287', 'MLC438290']",Otros,239
4869,4869,MLC4337,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Aspiradoras']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC4337']",Aspiradoras,8282
4870,4870,MLC180993,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Aspiradoras Robot']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC180993']",Aspiradoras Robot,9450
4871,4871,MLC433769,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Erradicadores Ultrasónicos']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC433769']",Erradicadores Ultrasónicos,3542
4872,4872,MLC428950,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Escobas Eléctricas']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC428950']",Escobas Eléctricas,3192
4873,4873,MLC420138,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Máquinas de Bordar']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC420138']",Máquinas de Bordar,143
4874,4874,MLC30850,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Máquinas de Coser']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC30850']",Máquinas de Coser,5627
4875,4875,MLC440062,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Máquinas de Tejer']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC440062']",Máquinas de Tejer,2
4876,4876,MLC175499,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Mopas a Vapor']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC175499']",Mopas a Vapor,2737
4877,4877,MLC162501,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Planchas']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC162501']",Planchas,2677
4878,4878,MLC455114,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Aspiradoras', 'Bolsas']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440050', 'MLC455114']",Bolsas,992
4879,4879,MLC455117,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Aspiradoras', 'Boquillas']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440050', 'MLC455117']",Boquillas,1316
4880,4880,MLC455131,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Aspiradoras', 'Cepillos']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440050', 'MLC455131']",Cepillos,4861
4881,4881,MLC455118,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Aspiradoras', 'Filtros']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440050', 'MLC455118']",Filtros,11961
4882,4882,MLC455116,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Aspiradoras', 'Mangueras']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440050', 'MLC455116']",Mangueras,1007
4883,4883,MLC455115,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Aspiradoras', 'Motores']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440050', 'MLC455115']",Motores,466
4884,4884,MLC455113,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Aspiradoras', 'Otros']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440050', 'MLC455113']",Otros,14187
4885,4885,MLC440057,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Costura y Bordado', 'Accesorios para Patchwork']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440054', 'MLC440057']",Accesorios para Patchwork,12
4886,4886,MLC440058,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Costura y Bordado', 'Accesorios para Quilting']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440054', 'MLC440058']",Accesorios para Quilting,0
4887,4887,MLC440059,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Costura y Bordado', 'Guías']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440054', 'MLC440059']",Guías,0
4888,4888,MLC440056,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Costura y Bordado', 'Pies']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440054', 'MLC440056']",Pies,0
4889,4889,MLC440055,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Costura y Bordado', 'Prensatelas']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440054', 'MLC440055']",Prensatelas,113
4890,4890,MLC440060,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Para Costura y Bordado', 'Otros Accesorios']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC440054', 'MLC440060']",Otros Accesorios,3
4891,4891,MLC455109,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Repuestos y Accesorios', 'Otros']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC455108', 'MLC455109']",Otros,1673
4892,4892,MLC429378,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Trituradoras de Residuos']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC429378']",Trituradoras de Residuos,932
4893,4893,MLC439831,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Para Hogar', 'Otros']","['MLC5726', 'MLC1581', 'MLC438286', 'MLC439831']",Otros,178
4894,4894,MLC30109,"['Electrodomésticos', 'Pequeños Electrodomésticos', 'Otros']","['MLC5726', 'MLC1581', 'MLC30109']",Otros,1756
4895,4895,MLC158419,"['Electrodomésticos', 'Refrigeración', 'Cavas de Vino']","['MLC5726', 'MLC1576', 'MLC158419']",Cavas de Vino,93
4896,4896,MLC438227,"['Electrodomésticos', 'Refrigeración', 'Cervezeras']","['MLC5726', 'MLC1576', 'MLC438227']",Cervezeras,4
4897,4897,MLC158426,"['Electrodomésticos', 'Refrigeración', 'Freezers']","['MLC5726', 'MLC1576', 'MLC158426']",Freezers,301
4898,4898,MLC158420,"['Electrodomésticos', 'Refrigeración', 'Frigobares']","['MLC5726', 'MLC1576', 'MLC158420']",Frigobares,99
4899,4899,MLC9456,"['Electrodomésticos', 'Refrigeración', 'Refrigeradores']","['MLC5726', 'MLC1576', 'MLC9456']",Refrigeradores,808
4900,4900,MLC430652,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Bisagras']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC430652']",Bisagras,11
4901,4901,MLC398577,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Burletes']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398577']",Burletes,0
4902,4902,MLC399140,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Cajones']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC399140']",Cajones,0
4903,4903,MLC398575,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Estantes']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398575']",Estantes,44
4904,4904,MLC433579,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Filtros', 'Filtros de Agua']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398622', 'MLC433579']",Filtros de Agua,54
4905,4905,MLC433580,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Filtros', 'Filtros Deshidratadores']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398622', 'MLC433580']",Filtros Deshidratadores,13
4906,4906,MLC455782,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Fundas para Freezers']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC455782']",Fundas para Freezers,6
4907,4907,MLC398621,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Gas Refrigerante']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398621']",Gas Refrigerante,6
4908,4908,MLC420139,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Interruptores Dobles']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC420139']",Interruptores Dobles,0
4909,4909,MLC418498,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Lámparas']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC418498']",Lámparas,13
4910,4910,MLC430651,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Manijas']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC430651']",Manijas,1
4911,4911,MLC398574,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Motores']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398574']",Motores,20
4912,4912,MLC430650,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Relés']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC430650']",Relés,0
4913,4913,MLC398578,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Resistencias']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398578']",Resistencias,0
4914,4914,MLC414221,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Sensores']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC414221']",Sensores,6
4915,4915,MLC430649,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Tapas']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC430649']",Tapas,2
4916,4916,MLC398573,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Tarjetas']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398573']",Tarjetas,14
4917,4917,MLC398572,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Termostatos']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC398572']",Termostatos,39
4918,4918,MLC438219,"['Electrodomésticos', 'Refrigeración', 'Repuestos y Accesorios', 'Otros']","['MLC5726', 'MLC1576', 'MLC179816', 'MLC438219']",Otros,590
4919,4919,MLC9461,"['Electrodomésticos', 'Refrigeración', 'Otros']","['MLC5726', 'MLC1576', 'MLC9461']",Otros,70
4920,4920,MLC1899,"['Electrodomésticos', 'Otros']","['MLC5726', 'MLC1899']",Otros,304
4921,4921,MLC44388,"['Electrónica, Audio y Video', 'Accesorios para Audio y Video', 'Adaptadores']","['MLC1000', 'MLC3690', 'MLC44388']",Adaptadores,19341
4922,4922,MLC430537,"['Electrónica, Audio y Video', 'Accesorios para Audio y Video', 'Conversores de Audio y Video']","['MLC1000', 'MLC3690', 'MLC430537']",Conversores de Audio y Video,5939
4923,4923,MLC174351,"['Electrónica, Audio y Video', 'Accesorios para Audio y Video', 'Conversores de TV']","['MLC1000', 'MLC3690', 'MLC174351']",Conversores de TV,1392
4924,4924,MLC409814,"['Electrónica, Audio y Video', 'Accesorios para Audio y Video', 'Monitores In-Ear']","['MLC1000', 'MLC3690', 'MLC409814']",Monitores In-Ear,1164
4925,4925,MLC420028,"['Electrónica, Audio y Video', 'Accesorios para Audio y Video', 'Punteros Láser']","['MLC1000', 'MLC3690', 'MLC420028']",Punteros Láser,618
4926,4926,MLC174353,"['Electrónica, Audio y Video', 'Accesorios para Audio y Video', 'Switches']","['MLC1000', 'MLC3690', 'MLC174353']",Switches,2502
4927,4927,MLC3698,"['Electrónica, Audio y Video', 'Accesorios para Audio y Video', 'Otros']","['MLC1000', 'MLC3690', 'MLC3698']",Otros,1662
4928,4928,MLC447813,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Actualización para TV']","['MLC1000', 'MLC431414', 'MLC447813']",Actualización para TV,0
4929,4929,MLC36570,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Antenas de TV']","['MLC1000', 'MLC431414', 'MLC36570']",Antenas de TV,1953
4930,4930,MLC431454,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Antenas Parabólicas']","['MLC1000', 'MLC431414', 'MLC431454']",Antenas Parabólicas,20
4931,4931,MLC174350,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Decodificadores']","['MLC1000', 'MLC431414', 'MLC174350']",Decodificadores,210
4932,4932,MLC431455,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Kits de Antenas Parabólicas']","['MLC1000', 'MLC431414', 'MLC431455']",Kits de Antenas Parabólicas,25
4933,4933,MLC158858,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Lentes 3D']","['MLC1000', 'MLC431414', 'MLC158858']",Lentes 3D,533
4934,4934,MLC428963,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Localizadores de Satélites']","['MLC1000', 'MLC431414', 'MLC428963']",Localizadores de Satélites,2
4935,4935,MLC18222,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Soportes']","['MLC1000', 'MLC431414', 'MLC18222']",Soportes,6089
4936,4936,MLC431415,"['Electrónica, Audio y Video', 'Accesorios para TV', 'Otros']","['MLC1000', 'MLC431414', 'MLC431415']",Otros,70
4937,4937,MLC2675,"['Electrónica, Audio y Video', 'Audio', 'Amplificadores y Receivers', 'Amplificadores']","['MLC1000', 'MLC1010', 'MLC431488', 'MLC2675']",Amplificadores,7273
4938,4938,MLC431490,"['Electrónica, Audio y Video', 'Audio', 'Amplificadores y Receivers', 'Otros']","['MLC1000', 'MLC1010', 'MLC431488', 'MLC431490']",Otros,30
4939,4939,MLC440743,"['Electrónica, Audio y Video', 'Audio', 'Amplificadores y Receivers', 'Preamplificadores']","['MLC1000', 'MLC1010', 'MLC431488', 'MLC440743']",Preamplificadores,1220
4940,4940,MLC1021,"['Electrónica, Audio y Video', 'Audio', 'Amplificadores y Receivers', 'Sinto Amplificadores']","['MLC1000', 'MLC1010', 'MLC431488', 'MLC1021']",Sinto Amplificadores,1478
4941,4941,MLC409415,"['Electrónica, Audio y Video', 'Audio', 'Asistentes Virtuales']","['MLC1000', 'MLC1010', 'MLC409415']",Asistentes Virtuales,1198
4942,4942,MLC3697,"['Electrónica, Audio y Video', 'Audio', 'Audífonos']","['MLC1000', 'MLC1010', 'MLC3697']",Audífonos,58591
4943,4943,MLC434759,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Accesorios', 'Baterías para Reproductores']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC431476', 'MLC434759']",Baterías para Reproductores,75
4944,4944,MLC431482,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Accesorios', 'Cables']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC431476', 'MLC431482']",Cables,38
4945,4945,MLC8841,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Accesorios', 'Fundas y Estuches']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC431476', 'MLC8841']",Fundas y Estuches,962
4946,4946,MLC8716,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Accesorios', 'Láminas Protectoras']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC431476', 'MLC8716']",Láminas Protectoras,5
4947,4947,MLC172568,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Accesorios', 'Parlantes Portátiles']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC431476', 'MLC172568']",Parlantes Portátiles,16774
4948,4948,MLC431486,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Accesorios', 'Soportes']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC431476', 'MLC431486']",Soportes,0
4949,4949,MLC8717,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Accesorios', 'Otros']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC431476', 'MLC8717']",Otros,185
4950,4950,MLC2857,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Discmans']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC2857']",Discmans,130
4951,4951,MLC455701,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Reproductores Portátiles']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC455701']",Reproductores Portátiles,5126
4952,4952,MLC174376,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Walkman']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC174376']",Walkman,1299
4953,4953,MLC2860,"['Electrónica, Audio y Video', 'Audio', 'Audio Portátil y Accesorios', 'Otros']","['MLC1000', 'MLC1010', 'MLC1012', 'MLC2860']",Otros,126
4954,4954,MLC440730,"['Electrónica, Audio y Video', 'Audio', 'Cassettes de Audio']","['MLC1000', 'MLC1010', 'MLC440730']",Cassettes de Audio,1980
4955,4955,MLC1016,"['Electrónica, Audio y Video', 'Audio', 'Decks']","['MLC1000', 'MLC1010', 'MLC1016']",Decks,82
4956,4956,MLC440748,"['Electrónica, Audio y Video', 'Audio', 'Drivers, Cornetas y Diafragmas', 'Cornetas']","['MLC1000', 'MLC1010', 'MLC174340', 'MLC440748']",Cornetas,4973
4957,4957,MLC432949,"['Electrónica, Audio y Video', 'Audio', 'Drivers, Cornetas y Diafragmas', 'Diafragmas']","['MLC1000', 'MLC1010', 'MLC174340', 'MLC432949']",Diafragmas,86
4958,4958,MLC440746,"['Electrónica, Audio y Video', 'Audio', 'Drivers, Cornetas y Diafragmas', 'Drivers']","['MLC1000', 'MLC1010', 'MLC174340', 'MLC440746']",Drivers,29
4959,4959,MLC440747,"['Electrónica, Audio y Video', 'Audio', 'Drivers, Cornetas y Diafragmas', 'Otros']","['MLC1000', 'MLC1010', 'MLC174340', 'MLC440747']",Otros,21
4960,4960,MLC179476,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Cajas Directas']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC179476']",Cajas Directas,232
4961,4961,MLC440735,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Cápsulas para Tornamesas']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC440735']",Cápsulas para Tornamesas,64
4962,4962,MLC420707,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Capuchones']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC420707']",Capuchones,875
4963,4963,MLC432732,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Cartuchos de Videoke']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC432732']",Cartuchos de Videoke,7
4964,4964,MLC179475,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Cases']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC179475']",Cases,683
4965,4965,MLC429100,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Clamps Tipo C']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC429100']",Clamps Tipo C,106
4966,4966,MLC429098,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Esquineros para Cajas']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC429098']",Esquineros para Cajas,37
4967,4967,MLC424960,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Esquineros para Racks']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC424960']",Esquineros para Racks,107
4968,4968,MLC413546,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Filtros Anti-Pop']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC413546']",Filtros Anti-Pop,1523
4969,4969,MLC421296,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Pacheras']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC421296']",Pacheras,71
4970,4970,MLC440737,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Paños']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC440737']",Paños,273
4971,4971,MLC413718,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Trípodes']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC413718']",Trípodes,24
4972,4972,MLC440736,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Uñetas']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC440736']",Uñetas,14
4973,4973,MLC417677,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Vinilos de Control']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC417677']",Vinilos de Control,78
4974,4974,MLC179474,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Accesorios', 'Otros']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2878', 'MLC179474']",Otros,358
4975,4975,MLC174409,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Controladores']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC174409']",Controladores,471
4976,4976,MLC440738,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Divisores de Frecuencia']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC440738']",Divisores de Frecuencia,372
4977,4977,MLC12855,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Ecualizadores']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC12855']",Ecualizadores,835
4978,4978,MLC413204,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Launchpads']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC413204']",Launchpads,31
4979,4979,MLC180989,"['Electrónica, Audio y Video', 'Audio', 'Equipos de DJ y Accesorios', 'Luces y Efectos', 'Bolas de Disco']","['MLC1000', 'MLC1010', 'MLC1024', 'MLC2874', 'MLC180989']",Bolas de Disco,1008
