meli_seller_id,skus_with_orders
184122774,1
184125077,1
184128732,1
184133644,272
184137354,1
184139223,4
184143596,1
184179079,55
184180388,6
184185077,1
184192430,1
184196224,1
184205088,22
184228073,83
184228618,4
184230578,13
184234086,1
184261492,4
184270267,134
184283058,5
184300436,42
184310500,1
184327096,1
184347358,9
184370938,1
184373008,1
184374852,1
184376363,2
184377699,1
184379522,1
184384470,2
184410361,1
184424181,4
184427735,1
184449834,2
184457445,3
184490558,8
184495081,2
184504226,1
184518046,19
184527386,1
184528505,726
184530732,2
184540329,19
184545298,1
184548530,1
184552636,1
184556698,2
184557578,1
184570704,1
184574199,1
184577700,1
184596125,21
184627200,191
184639683,1
184666700,371
184668514,212
184668574,1
184690200,1
184697945,1
184710980,1
184723576,10
184724187,1
184734703,1
184742136,456
184746345,3
184804461,1
184829655,29
184856235,696
184860484,1
184893293,12
184897206,1
184928364,1
184959897,40
184961505,1
184992132,1
185016153,12
185020081,545
185031923,1
185047077,1
185053691,15
185057764,86
185058576,4
185098360,3
185105473,4
185106481,3
185107385,26
185108668,3
185118055,1
185118593,47
185145898,1
185156056,1
185161930,1
185163066,1
185184109,65
185206274,3
185233388,1
185245150,1
185246828,11
185251472,1
185252192,1
185282145,1
185289123,7
185291792,2
185296073,1
185304110,2
185320152,2
185340485,1
185341046,1
185357051,1
185360513,285
185371366,1
185397360,5
185419446,2
185424354,2
185424826,4
185426602,1
185465867,1
185481172,576
185500083,3
185515072,39
185566190,1
185568689,1
185576977,4
185609033,7
185609559,1
185618716,1
185638806,24
185702745,1
185733115,1
185757428,1
185763571,1
185763747,1
185804990,2
185814686,5
185855689,1
185864052,5
185873855,310
185876509,568
185889473,4
185920321,1
185923799,19
185943527,6
185950189,1
185951841,58
185969712,1
185971581,3
185984887,1
186021925,1
186027531,5
186033646,8
186059288,1
186060205,2
186061928,2
186071416,1
186073215,1
186078100,7
186106912,6
186116009,1
186129091,1
186149965,1
186152939,16
186156060,1
186194663,1
186223399,12
186235311,14
186252649,4
186253153,1
186265497,1
186270187,190
186275515,26
186279687,1
186284006,14
186292383,2
186338545,5
186373482,10
186392246,2
186429882,1
186432608,1
186448108,188
186490819,1
186491135,4
186491559,5
186503218,10
186510479,3
186512083,1
186518653,1
186521520,4
186535861,40
186535912,1
186536055,7
186562287,1
186602329,2
186675138,28
186681852,8
186687047,1
186702943,92
186718343,42
186740381,1
186742320,21
186749068,3
186751137,7
186772255,1
186775241,2
186779996,14
186781319,1
186781342,1
186795098,23
186800068,12
186801222,117
186823651,2
186833499,1
186836331,1
186839169,8
186852759,210
186865450,1
186868924,1
186869139,54
186901296,1
186913394,4
186914247,5
186915026,2
186957953,141
186958682,815
186964370,1
186980868,1
186995568,3
187014287,235
187037093,21
187040769,4
187045890,1
187058582,3
187075144,3
187080858,7
187085131,1
187102664,2
187118082,1
187124141,7
187128860,41
187131399,10
187146376,4
187194439,5
187195892,203
187208477,35
187219108,5
187220449,2
187278391,22
187288615,1
187330829,1
187354668,90
187367850,1
187370169,586
187375594,1
187383488,5
187394460,2
187413825,20
187423602,10
187425920,1
187431892,1
187438543,90
187453112,14
187456545,63
187458921,16
187475218,2
187507985,1
187537924,1
187546045,1
187570028,4
187572876,8
187575897,345
187589719,2
187614886,143
187625985,22
187632869,15
187635659,32
187651353,1
187656773,15
187663925,1
187672947,6
187681572,63
187699398,2
187710653,1
187751789,1
187766370,7
187791964,170
187832460,19
187863869,81
187866388,7
187892629,63
187910423,6
187931157,20
187941125,3
187973510,4
187986077,7
187986123,8
187992665,1
188014023,1
188015537,1
188020454,188
188028921,1
188051429,3
188057517,28
188064937,12
188111986,2
188118615,1
188125431,1
188140169,2
188145179,55
188145881,2
188146897,5
188169017,5
188169099,1
188197681,1
188217408,8
188245303,37
188246546,37
188247053,247
188251589,401
188261701,3
188266975,14
188271960,1
188277464,149
188314473,40
188347485,13
188352075,1
188359567,2
188381161,4
188400492,1
188402325,28
188402377,1
188407674,3
188425656,821
188435225,88
188440016,1
188460221,42
188486244,9
188519869,71
188523169,265
188544023,145
188547220,76
188565955,1
188566793,1
188575335,3
188602777,2
188606357,4
188641667,1
188644987,2
188663437,160
188680639,1
188709704,32
188725782,1
188739018,4
188750743,2
188766100,1
188773325,3
188795615,1
188797893,2
188806302,1
188815973,170
188832674,9967
188845035,25
188864988,2
188916099,54
188932698,3
188953657,2
188971493,9
188989363,1
189017558,284
189074393,326
189079233,8
189082739,38
189090175,1
189097549,1
189106622,830
189107994,14
189125638,2
189162672,1
189163666,20
189176663,31
189181979,17
189196845,1
189209058,1
189219694,1
189231215,2
189247670,5
189247836,3
189271541,1
189276073,1
189278132,1
189282837,1
189297793,2
189299007,77
189306303,37
189310397,1
189322119,1
189332418,3917
189335347,2
189354379,8
189390666,2
189415722,15
189436001,27
189464356,5
189465539,1
189480741,3
189486005,64
189486518,66
189487106,4
189492631,3
189517526,1
189524173,80
189543063,7
189550613,21
189551304,1
189602160,8
189624084,1
189628892,1
189639508,1
189648481,1
189648605,5
189666252,1
189680035,1
189697862,1
189704287,1
189708792,1
189720664,4
189729222,2
189749218,3
189750437,32
189762368,34
189786129,11
189793979,7
189796774,1
189839237,2
189888140,4
189894184,48
189911899,4
189931202,1
189932955,2
189965730,390
189970383,4
189977406,1
189980494,3
189986479,6
189986657,18
189988572,123
190000395,4
190032645,14
190045996,1
190049103,4
190061689,518
190065839,16
190070301,3
190089918,12
190104227,6
190104417,93
190138817,4
190153017,1
190163675,1
190183772,75
190206840,1
190211989,13
190228159,1
190237302,1
190257089,190
190260116,2
190266102,31
190274961,2
190299584,2
190299622,1
190299758,1
190301529,78
190309597,1
190316908,1
190319756,1
190322029,3
190352721,7
190383662,1
190388995,1
190392768,1
190426108,1
190428990,4
190444406,18
190450847,1
190463666,2
190475234,21
190476755,2
190535803,1
190540004,12
190583646,1
190587270,23
190589176,1
190589179,280
190589212,5
190593206,66
190606715,14
190623625,1
190624692,3
190638730,1
190643180,1
190647550,149
190651288,1
190653884,3
190662444,1
190674777,1
190693612,3
190696809,29
190698916,21
190709844,1
190720360,37
190728457,13
190728894,1
190732207,3
190754536,1
190763293,2
190764406,7
190770073,3
190795727,8
190828822,473
190848471,3
190861380,1
190866221,1
190879257,9
190884846,6
190885307,53
190925160,2
190947208,35
190959277,213
190967908,2
190973241,1
190986989,2
190991288,3
191021292,100
191028870,1
191033362,57
191056064,8
191063500,1
191100226,1
191109362,7
191121476,2
191146807,1
191156828,1
191159738,1
191166835,120
191188976,2
191206203,2
191210816,17
191211574,93
191227677,32
191234517,131
191260776,11
191268160,2
191281114,5
191299762,1
191310229,179
191315234,1
191349057,3
191363823,25
191373193,1
191374068,6
191393501,10
191395366,1
191406392,2
191408552,1
191437910,1
191453656,47
191459908,1
191475421,80
191496691,21
191499871,23
191503126,6
191506757,1
191546138,2
191578385,1
191582233,57
191588797,2
191598110,52
191626986,6
191634502,3
191665636,1
191685980,22
191693073,2
191706003,3
191710307,80
191712740,3
191714270,56
191714419,5
191724948,1
191734455,1
191762977,95
191783816,3
191794503,1
191813699,1
191871635,10
191884642,19
191887729,42
191903574,12
191917672,2
191933322,6
191934570,1
191935877,29
191936557,94
191946034,29
191960220,4
191970964,43
191980032,1
191983361,1
192005512,1
192011070,26
192017450,87
192020434,29
192027849,2
192031022,1
192040234,1
192051102,2
192064129,9
192065650,1
192087672,44
192154511,5
192163044,110
192219544,27
192237275,4
192265691,12
192299793,27
192319901,25
192326000,2
192335918,17
192379751,17
192393755,4
192415791,1
192425851,190
192425940,10
192444098,4
192447547,220
192460456,30
192465966,1
192498345,38
192514283,3
192521239,1
192541886,4
192557189,1
192586000,1
192589483,2
192595980,9
192602306,1
192620586,9
192634697,2
192637953,1
192673819,314
192676080,8
192746463,182
192771307,1
192838184,35
192861694,2
192868793,1
192904478,10
192909555,66
192921520,1
192938323,3
192942774,1
192963381,1
192967687,2
192972128,31
193019697,239
193026157,2
193045050,12
193047952,1
193080777,27
193088106,1
193088631,1
193109578,1
193140505,18
193142610,84
193144676,5
193167870,1
193197530,18
193228167,52
193238677,5
193245143,1
193252122,10
193288381,9
193299786,8
193309794,57
193332525,2
193354734,10
193370728,1
193374010,2
193375000,1
193375650,139
193399859,27
193401953,1
193406345,2
193410514,12
193412346,64
193412540,12
193423615,6
193463784,1
193490005,1
193493429,3
193526521,2
193526651,3
193529060,3
193532766,2
193549376,3
193549398,1
193551858,2
193554065,23
193569091,1
193575640,27
193587010,1
193590299,1
193593825,1
193604455,11
193610924,25
193618864,1
193626407,2
193645935,10
193662905,20
193672075,105
193678544,16
193694982,3
193707121,7
193710375,124
193713004,7
193729434,1
193731486,4
193741945,26
193751343,1
193755746,1
193763027,1
193776686,8
193777431,6
193802568,1
193838310,1
193891561,2
193913051,1
193916895,10
193918955,2
193931587,207
193986423,1
194018241,2
194025236,5
194033722,3
194035792,1
194036939,1
194038697,24
194041883,2
194051525,1
194060145,4
194074824,1
194078658,8
194079495,5
194082225,626
194092053,2
194092661,1
194099133,69
194109936,1
194121378,63
194126895,1
194132363,26
194135334,7
194155935,3
194161729,89
194162183,5
194167100,1
194191947,2
194196078,1
194204204,1
194211289,1
194215739,5
194220546,1
194286714,1
194286761,1104
194291991,4
194303210,16
194332903,1
194339554,1
194357851,8
194379626,1
194400041,27
194412322,32
194415120,1
194433069,1
194439648,2
194452643,18
194457740,1
194471233,172
194477326,1
194483978,103
194489873,2
194496398,1
194506357,1
194510653,1
194516239,677
194551374,3
194561366,5
194570028,1
194581685,4
194583633,797
194589313,3
194601661,17
194621339,34
194640236,6
194641960,2
194643496,3
194650723,2
194671250,11
194689502,404
194700273,105
194716749,1
194736659,5
194784967,1
194785921,11
194787125,7
194797942,3
194802831,6
194839799,3
194846556,2
194852898,5
194853018,1
194887100,1
194911241,1
194924129,23
194931896,46
194950396,2
194957495,1
194977212,43
195003924,1
195005259,204
195015430,1
195034384,1
195043952,1
195072946,40
195076551,3
195091910,2
195097176,3
195106145,4
195134759,3
195160331,6
195170327,278
195172545,17
195176432,3
195177076,1
195182217,14
195187945,38
195198878,1
195200721,2
195203609,2
195215093,2
195217960,33
195232749,6
195262148,22
195262933,2
195278990,1
195292302,2
195296004,4
195310974,1
195336478,7
195352121,1
195364854,2
195376107,5
195378873,1
195405932,3
195422138,1
195464566,3
195465949,1
195487195,1
195495415,6
195496831,118
195500902,1
195540796,11
195547158,662
195567569,1
195577735,1
195710310,4
195714145,321
195745682,1
195746011,170
195757052,6
195786129,6
195787008,156
195793829,23
195817472,1
195819393,1
195821855,1
195832674,5
195839280,13
195842074,2
195843747,1
195880057,33
195880439,506
195920174,10
195930819,1
195940586,1
195978703,1
195979821,1
196005127,1
196009465,8
196082733,2
196103117,22
196122011,1
196126395,36
196202594,1
196332522,3
196336274,1
196357983,1
196363865,18
196387426,5
196440377,14
196526963,1
196556546,1
196557123,4
196586150,16
196597866,9
196639884,1
196640726,1
196652829,2
196655520,1
196666126,165
196669778,2
196682086,1
196700554,1
197113763,1
197118989,1
197147668,63
197166431,1
197166599,300
197174360,3
197181134,1
197191675,3
197203894,670
197210616,1
197242356,1
197264996,1
197270038,2
197273406,2
197276214,1
197277770,13
197295524,3
197304881,38
197306581,1
197306835,65
197316867,6
197654799,5
197659423,15
197682266,22
197691084,1
197702589,1
197720446,24
197930301,23
197932826,1
197953816,1
197970048,267
197973038,212
197987173,8
197992927,1
198008845,65
198012815,1
198015047,3
198023712,1
198028944,3
198047481,13
198063189,4
198077716,3
198117227,1
198118095,67
198120629,64
198140005,18
198140575,29
198140634,385
198217826,193
198230100,48
198231582,1
198237960,1
198241489,14
198252128,67
198261182,10
198270761,21
198290363,1
198292083,6
198304228,14
198309386,2
198314840,12
198318483,4
198321253,2
198321405,67
198334086,1
198349543,1
198356463,108
198384902,36
198397646,3
198399316,5
198422339,10
198437032,5
198440722,109
198442378,174
198460762,1
198468567,2
198476205,1
198476670,15
198506274,1
198524752,2
198534136,1
198545307,7
198560518,2
198577297,1
198578551,1
198588537,6
198599686,5
198602305,3
198603145,4
198606124,13
198609936,1
198613553,2
198621780,5
198624899,41
198647399,6
198652280,5
198674338,1363
198674995,50
198675411,1
198684393,1
198696621,2
198737344,1
198764048,61
198823341,1
198830289,71
198844346,9
198859521,1
198871668,17
198877582,1
198896340,2
198907072,2
198909115,2
198937770,3
198938503,416
198941139,1
198968883,3
198973555,1
198974774,25
198980423,5
199043145,2
199046577,21
199054178,13
199069913,180
199084132,1
199085834,2
199086188,1
199109156,3
199112077,18
199119031,49
199120342,1
199140740,101
199143927,1
199147277,196
199158132,1
199182303,4
199190630,3
199207170,1
199220078,123
199224748,1
199318172,2
199320907,1
199324724,61
199325919,1
199340731,1
199396939,125
199461293,1
199477798,1
199547332,2
199563604,100
199569946,2
199574757,2
199577303,2
199594039,3
199601681,3
199616407,1
199620623,2
199622715,6
199625121,2
199639222,3
199665806,1
199690668,133
199739289,1
199767224,39
199789114,4
199806880,1
199821623,87
199834303,3
199843900,7
199851687,32
199858065,1
199858841,35
199881531,1
199892890,2
199989365,39
199996610,1
200000273,142
200018839,133
200023202,20
200024607,1
200028011,13
200030355,78
200040924,1
200049328,1
200059232,173
200062615,1
200068253,567
200095978,1
200106332,31
200106770,1
200112407,3
200165823,3
200181153,1
200196100,3
200213652,1
200234361,1
200243153,5
200249568,1
200252581,2
200260686,1
200290164,17
200301207,1
200303462,1
200305667,2
200335336,195
200343457,8
200347511,1
200350220,1
200350933,1
200356851,37
200369965,1
200383856,10
200400755,35
200406544,1
200407297,2
200416437,1
200420321,1
200423676,1
200449230,1
200456506,52
200462786,10567
200479597,3
200486475,23
200486612,3
200493334,1
200494248,1
200506869,1
200520830,1
200544167,2
200545850,76
200546981,2
200548926,2
200595683,1
200602242,12
200609717,1
200612373,47
200626308,1
200635203,8
200646291,1
200649735,1
200664665,5
200667476,3
200671905,1
200676644,1
200679522,2
200682946,1
200698950,1
200703084,1
200703771,1
200720367,1
200747816,6
200760021,1
200765126,3
200768247,16
200768970,7
200774771,1
200790681,6
200867981,1
200889639,5
200893423,5
200902368,19
200922927,5
200925056,5
200932273,33
200943281,1
200948480,110
200950569,2
200959269,2
200970340,1
200980714,4
200986286,147
201008151,3
201008615,1
201011469,18
201011517,1
201017859,5
201035033,17
201046779,56
201080948,8
201091843,9
201099638,16
201102710,1
201105025,38
201108196,11
201113635,29
201122568,1
201148605,2
201161644,1
201174362,6
201182755,1
201187949,3
201194083,1
201197857,1
201215855,151
201225206,4
201230241,1
201244889,1
201254714,6
201262121,10
201274082,1
201275242,1
201304033,5
201304623,87
201332228,1
201353288,2
201364811,1
201376826,1
201385487,39
201388949,1
201390211,72
201393642,17
201402879,7
201407077,1
201414862,1
201415504,1
201428470,2
201432486,12
201434911,501
201438154,1
201441628,2
201460061,14
201468655,3
201475339,8
201477995,1
201478330,6
201487478,22
201489042,1
201496299,1
201496527,1
201497342,7
201556121,2
201564713,1
201566662,13
201571018,3
201573534,2
201578261,30
201583007,2
201589311,2
201589926,1
201599436,4
201610605,1
201634416,18
201642701,1
201661800,19
201704847,1
201734805,37
201757288,1
201761002,6
201762244,211
201763757,2
201772304,1
201802489,4
201830718,1
201860409,1
201865436,675
201869584,138
201886405,3
201908835,3
201914204,32
201949768,1
201968119,2
202018192,3
202021684,5
202034126,182
202081103,32
202118167,11
202132451,2
202140712,58
202164896,310
202164958,1
202170038,1
202182171,9
202184459,6
202230804,1
202231147,1
202244592,1
202302412,1
202305528,110
202308468,3
202312602,2
202316313,97
202321191,67
202332782,11
202335996,1
202342035,1
202377183,2
202386317,1
202387983,5
202418384,63
202424055,5
202427922,11
202433195,1
202434000,132
202443490,27
202494944,14
202503298,45
202505181,12
202512219,7
202534378,8
202555040,7
202568153,4
202591010,252
202605418,25
202607931,1
202614055,9
202627065,29
202659330,1
202695317,131
202699397,2
202699926,27
202715847,2
202738046,1
202742065,5
202777131,35
202778722,3
202800319,50
202814213,578
202817127,2
202844621,1
202871762,1
202907153,6
202913296,1
202947855,1
202950725,418
202955225,1
202957538,31
202958882,59
202978650,5
202985370,165
203008057,2
203047151,11
203062422,2
203071723,1
203078564,3
203109876,4
203121677,4
203188184,3
203196701,1
203205637,1
203238216,7
203257044,307
203260614,1
203278481,1
203304818,2
203309748,12
203317934,39
203328781,1
203330122,4
203342301,1
203344502,4
203350808,1
203365078,1
203386885,101
203392123,5
203402092,6
203428422,5
203434254,1
203437916,78
203474293,2
203477383,111
203508820,1
203519613,2
203561806,122
203577501,1
203593756,8
203601753,60
203610196,15
203684264,1
203689147,1
203737702,5
203743042,1
203747893,2
203763398,2
203790232,6
203805624,28
203809695,21
203814132,1
203825445,39
203900967,52
203927999,96
203964587,1
203989708,4
203996785,104
203999335,2
204026212,6
204030556,12
204039795,8
204049040,653
204051506,45
204160019,1
204160889,13
204180038,1
204185511,1
204190107,1
204196462,7
204201596,9
204246497,1
204256137,377
204280740,1
204285007,2
204328454,4
204344256,48
204344831,1
204347704,1
204359664,1
204391134,3
204397917,1
204415758,21
204478652,2
204479151,6
204483268,1
204500705,1
204508377,21
204520247,153
204521477,1
204534921,1
204543946,1
204544709,1
204584997,18
204593782,3
204603127,1
204608263,4
204614907,1
204625447,9
204636676,66
204640052,2
204653159,1
204707926,1
204709305,6
204735185,155
204738868,1
204781716,1
204808902,462
204835769,1
204847406,174
204848445,1
204856787,268
204863908,6
204885083,13
204907937,3
204918453,1
204967058,1
204977047,6
204993172,1
205001291,1
205036312,1
205114518,1
205130170,174
205131135,3
205132549,74
205137195,3
205139941,3
205161931,370
205165470,17
205171248,18
205174532,2
205183245,126
205199760,1
205200318,2
205208139,1
205260688,1
205282189,49
205307975,23
205318238,8
205322926,8
205326156,1
205327156,1
205354596,19
205361517,2
205395654,1
205407578,43
205408988,13
205413196,13
205419724,1
205450937,3
205466427,1
205468068,1
205472593,1
205487876,1
205489558,10
205496541,103
205497106,1
205502461,28
205528185,15
205540397,3
205543959,1
205547842,2
205549065,11
205558207,192
205558777,95
205560071,7
205587904,54
205639828,987
205666053,86
205678333,2
205688005,1
205706805,4
205719714,1
205817387,25
205819377,1
205845864,1
205851043,1
205887027,65
205895235,146
205896738,4
205910673,1
205942380,1
205954759,2
205958860,1
205977934,3
205980625,17
205982936,5
205996099,2
206057614,2
206057825,6
206069417,16
206071435,1
206080128,3
206090233,185
206141471,15
206157978,96
206164450,2
206166980,1
206181375,2
206191170,1
206196320,80
206218068,6
206236945,7
206237363,1
206239157,232
206265651,2
206272683,6
206272952,2
206308810,77
206323372,1
206332635,44
206346640,5
206364589,2
206367134,23
206389697,4
206401478,31
206408431,1
206415620,9
206431239,12
206432618,1
206441782,1
206469009,1
206470300,1
206482834,43
206506677,85
206516774,2
206524218,1
206539758,2
206563124,1
206578683,1
206578939,2
206587178,3
206601743,1
206629078,10
206638852,1
206659889,1
206690703,137
206751730,18
206816535,4
206831748,1
206839598,2
206853681,1
206856445,1
206878838,6
206893010,10
206907429,3
206925559,1
206929106,146
206930554,1
206934041,1
206944609,3
206946907,15
206979016,2
207015978,3
207031791,1
207062224,17
207068785,1
207084504,2
207105550,1
207129826,1
207180450,1
207228896,1
207325059,230
207339027,157
207340332,1
207365153,3
207371162,1
207377369,1
207392197,2
207413506,9
207422731,16
207432585,9
207434765,1
207461323,8
207484871,2
207553037,6
207572862,573
207605211,1
207619783,4
207641207,8
207645038,3
207653046,15
207656082,1
207686807,1
207714314,1
207716289,1
207730202,7
207735387,4
207741000,17
207756180,6
207779557,1
207796397,5
207809822,2
207823193,785
207836275,3
207877825,18
207889131,6
207913915,61
207930796,5
207931976,17
207932437,8
207948180,91
207972229,6
208000214,1
208015640,2
208030302,2
208046855,1
208051345,1
208122200,8
208123175,1
208130844,30
208158153,575
208162963,2
208172740,7
208184590,2
208185769,3
208189463,30
208220759,3
208225265,1
208232062,113
208266840,7
208322805,1
208334355,2
208337336,1
208379435,1
208394768,6
208407887,1
208424493,1
208436888,2
208440097,62
208450789,1
208474658,2
208485118,1
208501027,5
208514102,1
208525591,24
208533161,3
208540925,204
208548888,1
208554856,1
208562321,7
208572687,3
208574058,1
208618440,1
208628824,1
208630112,1
208633219,1
208668491,2
208686581,3
208708118,1
208722194,1
208732691,1
208749542,3
208750666,48
208752227,5
208754448,2
208760149,1
208779430,1
208815277,4
208843006,92
208850913,13
208877798,1
208897727,1
208903540,1
208930169,69
208937356,1
208939284,71
208952408,4
208952523,1
208974317,3
209000348,1
209000719,2
209006412,33
209021335,1
209062425,1
209077784,9
209080126,1
209108296,90
209125038,2
209132332,11
209138942,1
209165795,71
209183077,14
209230757,4
209236820,1
209279256,2
209290935,2
209326134,4
209326530,6
209327226,2
209338121,14
209338716,55
209344568,2
209344872,1
209369543,285
209388316,2
209395065,6
209396399,14
209412285,1
209419558,3
209495397,1
209504603,3
209538336,42
209635505,17
209639365,2
209639691,1
209654094,2
209657242,1
209676182,3
209698164,8
209731213,1
209733237,8
209740662,1
209743070,119
209752527,6
209785410,2
209795990,1
209799214,541
209860561,4
209871519,14
209872714,71
209885935,1
209888506,21
209889844,2
209893668,5
209905937,1
209939427,9
209942133,84
209989369,4
210003365,4
210016260,105
210027257,2
210031837,1
210033178,10
210042005,49
210062208,10
210063254,1
210075064,3
210075072,1
210100886,1
210108393,1
210116784,2
210143134,32
210145842,6
210152877,3
210164638,1
210184757,60
210193707,1
210199238,2
210222086,1
210231931,2
210238174,11
210245536,5
210278118,2
210292020,14
210304732,1
210349836,1
210365958,3
210380858,1
210396968,1
210417714,1
210455941,5
210461466,4
210479872,112
210505902,3
210519726,1
210541237,2
210592439,71
210594553,2
210606620,19
210610301,16
210619174,1
210642092,13
210659416,679
210669259,417
210690886,8
210723551,1
210770160,3
210771971,1
210798519,2
210802524,1
210809562,4
210821392,1
210822055,2
210832433,2
210840320,1
210880089,1
210888243,1
210894571,2
210897258,1
210955700,1
210957227,5
210971572,1
210971683,17
210973899,1
210978087,3
210987690,34
211024329,3
211035573,1
211091260,4
211111721,27
211138373,1
211147011,197
211162080,2
211190102,3
211206068,12
211261928,1
211273872,159
211286614,4
211290116,1
211306855,1
211315092,14
211329527,1
211359038,1
211407776,75
211453808,14
211456131,10
211456155,3
211457310,18
211487347,1
211500669,15
211538145,2
211558361,2
211574909,1
211585850,2
211588105,1
211599860,32
211611419,8
211612021,64
211615316,1
211624200,1
211634677,11
211635812,1
211661346,2
211662569,36
211697448,2
211707870,8
211712107,92
211714504,4
211737034,13
211737158,11
211749627,1
211754595,9
211759606,2
211769568,9
211772692,1
211775305,1
211805345,3
211831222,15
211832464,3
211836429,7
211847314,3
211857667,4
211863871,1
211869947,1
211885463,2
211890671,58
211901960,1
211910675,3
211911405,3
211918285,54
211969783,41
211986062,2
212011735,30
212017848,1
212037019,117
212077152,1
212106278,6
212112631,10
212112692,1
212114784,42
212130457,3
212141485,1
212177775,2
212226885,2
212239616,15
212240571,41
212241841,122
212262936,575
212268308,7
212268574,2
212280447,2
212281687,17
212288458,1
212303320,1
212304137,1
212337589,7
212366084,1
212370415,47
212398081,2
212410652,25
212448320,5
212449966,928
212457074,17
212491068,1
212516507,8
212536164,1
212575278,1
212587561,1
212591151,60
212605504,1
212677263,1
212726611,6
212737267,1
212756466,9
212761823,2
212777815,11
212823350,46
212869247,1
212896147,3
212903659,1319
212907535,4
212916293,4
212933523,41
212938898,3
212953047,6
212957466,2
212958779,70
212967626,1
212987719,1
212994256,155
212999234,1
213002980,1
213007352,10
213051961,1
213056973,59
213065185,1
213108656,1
213112892,104
213130799,8
213156081,1
213156301,1
213175741,12
213176664,34
213179140,1
213181502,5
213205719,136
213212363,1
213236104,82
213247128,1
213254199,627
213265151,1
213284648,16
213289788,83
213290761,3
213292491,28
213342766,1
213358192,2
213376811,27
213384487,1
213388595,34
213475080,8
213555181,1
213575717,1
213629157,12
213639729,48
213647797,12
213649498,30
213672108,8
213693698,1
213712245,1
213755388,1
213762595,1
213768231,72
213775332,100
213776136,218
213790463,1
213862583,1
213870858,1
213870873,9
213893928,1
213901287,8
213926093,15
213962411,5
213964474,7
213966236,112
213985118,2
213987430,2
213994022,4
214000592,3
214030631,1
214047503,4
214084002,3
214144050,1
214190500,24
214192484,46
214231030,25
214232014,1
214238819,43
214245412,27
214249304,5
214253771,7
214255500,1
214268228,1
214280216,39
214291567,2
214325950,15
214344817,5
214358103,4
214446437,5
214450386,318
214457465,7
214464340,3
214511407,30
214520704,2
214523376,34
214537234,1
214543833,7
214556677,1
214588098,14
214607088,1
214610102,1
214610486,120
214627658,1
214659261,5
214659944,9
214775060,11
214780389,1
214826385,1
214831965,1
214836954,1
214895070,25
214903593,72
214908185,156
214934847,1200
214946170,3
214966811,1
214985334,4
214996163,3
215002929,4
215027279,1
215031206,1
215036019,1
215075873,387
215076374,25
215089906,1
215108581,103
215122319,1
215132482,3
215138285,10
215157990,8
215162718,63
215163057,57
215169660,1
215192075,1
215198967,129
215199465,1
215212104,1
215222573,5
215229282,15
215321766,9
215368426,6
215374126,1
215480352,1
215509042,4
215513485,146
215536999,1
215546837,11
215550710,2
215597610,2
215598171,101
215608792,1
215613329,1
215649102,1
215659643,1
215664834,7
215676197,37
215680981,19
215696841,4
215709027,5
215709163,1
215717343,2
215717876,69
215718208,1
215729844,36
215734482,114
215759560,2
215760472,1
215772545,1
215788794,15
215795033,2
215807085,46
215810338,9
215813186,1
215837312,3
215842244,7
215855357,1
215874351,3
215880343,1
215886787,1
215912086,1
215916695,4
215917802,2
215934055,3
215934174,8
215942426,88
215958306,302
215961801,113
215968801,11
215969608,4
215999809,1
216000644,1
216012082,2
216012596,2
216013831,2
216035936,7
216041918,7
216049555,1
216058149,6
216074444,4
216075037,126
216085813,17
216092813,1
216093472,6
216095705,44
216113765,2
216130435,1
216146076,1
216163669,1
216197180,1
216203295,53
216204329,4
216207118,80
216244489,460
216335023,12
216342296,1
216349718,1
216359485,1
216359548,538
216369121,86
216369141,1
216425139,20
216429185,2
216432180,1
216454610,1
216463857,2
216487075,1
216489172,1
216509920,2
216516336,2
216527256,12
216529226,14
216544373,229
216546486,11
216574452,9
216598941,10
216600408,2
216601943,1
216612086,2
216620990,53
216633485,94
216647210,1
216651962,2
216693302,1
216708850,28
216732262,1
216753046,204
216757584,1
216790894,2
216791544,1279
216798528,4
216815597,1
216845026,17
216854306,12
216883052,29
216918630,256
216924354,1
216933604,1
216933804,1
216934244,1
216939758,1
216942160,3
216981667,35
216982336,39
216983966,2
216985296,1
217011148,44
217025437,2
217038385,371
217070412,3
217100096,181
217135722,1
217143709,1
217168052,131
217188041,7
217197578,4
217208843,3
217218911,1
217238942,1850
217244948,2
217321487,3
217348106,3
217375599,41
217400857,29
217437471,1
217445319,1
217446398,3
217464030,3
217472305,1
217502904,2
217505829,22
217524260,1
217541974,1
217553873,1
217572640,11
217587990,1
217608381,5
217639302,2
217672014,15
217698988,1
217713799,2
217718035,5
217743234,24
217751193,22
217772263,1
217774172,3
217799871,1
217822422,3
217844471,2
217846068,2
217858472,1
217911768,2
217996985,1
218040558,1
218098590,21
218186149,4
218238769,1
218294104,6
218428208,4
218433797,1
218462722,6
218546885,3
218570195,120
218589126,2
218592371,51
218598698,42
218629741,2
218707964,21
218711862,5
218764501,7
218772561,6
218783791,6
218852746,2
218867391,1
218870988,1
218878625,10
218896338,1
218970930,3
219007987,9
219017813,8
219183747,2
219205827,376
219235638,3
219324191,55
219327893,7
219348111,1
219360084,99
219428482,65
219446128,86
219520712,1
219521585,68
219550533,84
219570469,12
219574906,1
219599350,6
219627987,11
219656336,12
219659964,26
219666388,1
219667372,163
219680996,80
219702044,11
219708483,1
219718620,1
219722654,13
219725431,1
219773086,28
219774541,1
219789642,14
219806995,2
219819674,6
219831066,1
219859565,16
219867295,2
