meli_item_id,sold_quantity
MLC568866691,604
MLC519176551,477
MLC562382294,564
MLC605110169,285
MLC906315296,327
MLC562382804,298
MLC502960044,383
MLC947431039,371
MLC562388429,346
MLC482423427,668
MLC532289101,1122
MLC481997172,473
MLC532289541,293
MLC582555856,318
MLC597738668,317
MLC562580832,3040
MLC638312522,574
MLC937033754,400
MLC536522878,383
MLC902975398,421
MLC468276335,4924
MLC562098511,283
MLC536381905,466
MLC639555451,290
MLC586418307,385
MLC540258331,418
MLC926324014,271
MLC594425486,593
MLC596504127,357
MLC616481896,307
MLC921399792,346
MLC552055516,591
MLC900414107,280
MLC933128301,332
MLC585804843,384
MLC905928269,555
MLC607292480,1030
MLC942351928,533
MLC640068908,289
MLC628093805,255
MLC922011446,516
MLC919673213,362
MLC624698587,713
MLC1004866640,304
MLC607899662,1495
MLC612976200,260
MLC618125014,496
MLC567723286,414
MLC457317918,266
MLC554694084,536
MLC612983126,339
MLC613811808,285
MLC463537173,512
MLC917635849,264
MLC519350819,915
MLC568041672,1016
MLC600418201,320
MLC564154629,366
MLC591932030,444
MLC444810378,2353
MLC620008419,898
MLC515417415,411
MLC461022209,263
MLC564152769,575
MLC596415683,298
MLC585334633,541
MLC582494769,339
MLC908358019,338
MLC460945220,682
MLC485025950,286
MLC567199862,272
MLC571040791,1209
MLC574764081,4849
MLC559415410,916
MLC628490290,763
MLC467304895,654
MLC479659245,625
MLC954371751,343
MLC559549479,2348
MLC574755685,1100
MLC467341767,449
MLC546337200,308
MLC471744984,1168
MLC565770138,616
MLC595531561,277
MLC508197239,388
MLC524506228,367
MLC526331539,306
MLC597734440,287
MLC484760008,317
MLC617518915,692
MLC580221550,397
MLC511465236,690
MLC550214900,292
MLC532791564,1384
MLC472758039,361
MLC550958053,797
MLC528760932,302
MLC538123584,261
MLC559413301,678
MLC573702670,501
MLC511475550,410
MLC435126400,276
MLC544681679,424
MLC944065954,479
MLC538685105,317
MLC459119956,806
MLC526891851,251
MLC525040642,1849
MLC530296588,292
MLC641556282,1538
MLC579373371,1538
MLC548407556,1511
MLC607576730,411
MLC640733740,423
MLC443419099,391
MLC486123883,1273
MLC581334959,254
MLC514136794,284
MLC536709555,321
MLC514128867,379
MLC549768358,415
MLC529519950,359
MLC496887480,316
MLC528377874,877
MLC901784036,7690
MLC978733511,1361
MLC551105597,3122
MLC443418705,341
MLC601977047,399
MLC463281003,1271
MLC536703358,526
MLC544143432,2477
MLC527003981,543
MLC525281311,1083
MLC529421393,622
MLC461029930,3162
MLC618148440,1096
MLC549028732,277
MLC458706008,345
MLC548615667,500
MLC490545815,600
MLC587289204,1266
MLC585785641,286
MLC458705312,552
MLC614495429,1096
MLC630783261,358
MLC620425665,401
MLC616170441,7462
MLC539651027,276
MLC613234772,777
MLC613813324,372
MLC562086083,348
MLC524175534,1337
MLC526189921,342
MLC626989871,4689
MLC582799223,351
MLC520428643,272
MLC521221369,986
MLC614460853,4689
MLC536048276,1147
MLC574059339,292
MLC536703370,321
MLC521220031,484
MLC961093715,4689
MLC461030326,1718
MLC551979482,354
MLC951517464,514
MLC545198105,5522
MLC566497300,5021
MLC524184937,1251
MLC444477627,285
MLC934724103,8513
MLC458415628,3388
MLC926331647,1488
MLC574404470,896
MLC552157240,305
MLC520491250,643
MLC536703348,409
MLC574083948,2109
MLC537572275,360
MLC601049883,498
MLC545327971,529
MLC492481175,286
MLC621559321,2608
MLC452817975,962
MLC981759944,1151
MLC947634858,452
MLC532038632,452
MLC527220612,343
MLC538244086,327
MLC467167469,566
MLC521422914,1051
MLC465900806,971
MLC524230403,626
MLC514123604,300
MLC527254011,303
MLC467167392,286
MLC466392642,418
MLC507656886,1541
MLC452588298,331
MLC516492049,276
MLC631989554,768
MLC483437430,264
MLC514215626,715
MLC452937318,318
MLC508008528,384
MLC925013862,1134
MLC580718156,1573
MLC577041271,1303
MLC612712546,924
MLC515209467,525
MLC516832601,275
MLC634500510,399
MLC465451598,2963
MLC531742329,1253
MLC587268836,393
MLC587268588,613
MLC515316630,267
MLC942361992,280
MLC621026339,715
MLC951306647,1187
MLC933719705,543
MLC934065203,266
MLC590580593,1771
MLC581765405,973
MLC949283121,348
MLC480285837,1050
MLC596831462,1153
MLC579111973,1355
MLC615552329,2533
MLC468717352,1017
MLC513430581,2254
MLC478281072,472
MLC464712100,1190
MLC474192744,618
MLC549786879,1006
MLC503002631,550
MLC476273597,519
MLC612094889,314
MLC467160366,277
MLC474125663,987
MLC577733056,835
MLC581942498,1007
MLC489146643,3442
MLC524313172,302
MLC455654407,1067
MLC475463813,1378
MLC439678154,681
MLC524501023,473
MLC582097132,714
MLC491761576,733
MLC474362293,928
MLC490316439,397
MLC513581008,422
MLC439917379,726
MLC455654949,400
MLC435716198,1007
MLC575336293,419
MLC455655874,255
MLC455657778,372
MLC487994923,815
MLC561267953,473
MLC439440706,576
MLC531221081,14688
MLC540826688,3863
MLC551021803,8268
MLC964243257,840
MLC464711006,1469
MLC545189786,847
MLC911393948,811
MLC542257209,3259
MLC524427626,431
MLC454804454,1137
MLC530836285,283
MLC563780579,3952
MLC452897812,11017
MLC486726538,1052
MLC583279996,288
MLC997973563,254
MLC472272832,1958
MLC474115363,1391
MLC584133023,276
MLC577017616,1951
MLC478429990,396
MLC472377708,379
MLC548426053,1155
MLC531221223,639
MLC455322352,3900
MLC561269218,603
MLC497554824,415
MLC490620414,720
MLC911100488,333
MLC577035521,780
MLC1015050068,3595
MLC627827975,648
MLC542275228,12584
MLC520676528,582
MLC473138051,3787
MLC486798278,3134
MLC486846120,1437
MLC623919410,611
MLC583031657,780
MLC448552628,3540
MLC596870406,291
MLC636936943,309
MLC563219814,378
MLC497346642,1030
MLC519565211,320
MLC642770525,2074
MLC561284851,431
MLC561284696,381
MLC476270317,3309
MLC537237704,308
MLC936063542,468
MLC495984979,336
MLC587983192,371
MLC584744275,470
MLC541293517,613
MLC439836904,1089
MLC945096325,287
MLC520676648,381
MLC530856982,693
MLC501808530,2636
MLC527799170,306
MLC455473595,1240
MLC542729147,516
MLC452142728,1598
MLC486693565,752
MLC531221075,486
MLC523267582,460
MLC585788826,608
MLC464904922,2542
MLC944066940,793
MLC613190328,1922
MLC954538279,306
MLC460718837,387
MLC996554530,394
MLC617238806,486
MLC524419917,261
MLC581353622,581
MLC519757958,16541
MLC594356646,4439
MLC1000924203,529
MLC642390689,697
MLC553947805,3347
MLC624416434,858
MLC548421293,8122
MLC590905126,641
MLC642397924,315
MLC1015446784,317
MLC936057140,398
MLC529845973,2506
MLC946827132,258
MLC583008775,2366
MLC552557123,724
MLC542256856,1895
MLC488456566,4446
MLC524979852,463
MLC581876827,604
MLC577464992,320
MLC553947929,5618
MLC562450576,597
MLC579379090,1684
MLC536524943,457
MLC594355825,301
MLC502075980,689
MLC497460962,5232
MLC571450966,309
MLC435859149,445
MLC985461028,469
MLC464319649,875
MLC436236809,502
MLC435291424,261
MLC495984994,1077
MLC908513531,567
MLC578035551,1701
MLC630321872,295
MLC912861990,296
MLC637930539,720
MLC548631844,475
MLC536524938,282
MLC495697677,277
MLC474059764,277
MLC518745270,363
MLC591313546,575
MLC593426398,330
MLC518235221,1214
MLC580350445,557
MLC472378514,396
MLC584143873,2016
MLC623620992,2846
MLC915982460,415
MLC931339942,423
MLC599117097,485
MLC580368419,269
MLC486720925,315
MLC622201673,253
MLC601975722,802
MLC941782525,370
MLC626508059,326
MLC950459870,304
MLC489114851,400
MLC981495124,1641
MLC511565631,1913
MLC918442643,1805
MLC932694092,1263
MLC612664955,685
MLC588484821,1125
MLC511566016,447
MLC591317565,1474
MLC589953202,310
MLC577051005,705
MLC578056192,348
MLC562385850,594
MLC543949784,1593
MLC903386829,1682
MLC590560421,1168
MLC545931273,466
MLC623925221,937
MLC902812215,288
MLC546918429,278
MLC565993817,429
MLC441260068,366
MLC562081780,765
MLC550218848,520
MLC518800811,4157
MLC935182723,300
MLC579350381,705
MLC545709287,280
MLC536938525,333
MLC523001527,255
MLC592569624,12494
MLC627187335,1195
MLC571405561,1491
MLC937303322,333
MLC455224107,733
MLC634009712,310
MLC614516470,525
MLC933647455,501
MLC638682899,1306
MLC620420775,1092
MLC590769203,553
MLC554184091,578
MLC512497540,401
MLC937362315,1370
MLC626353925,1848
MLC618253251,2973
MLC605364681,446
MLC475243234,295
MLC527170417,337
MLC438610798,1033
MLC564240353,539
MLC614651977,4847
MLC545345643,315
MLC610181543,463
MLC461629641,631
MLC641437686,349
MLC591313456,446
MLC611223569,1605
MLC610913844,2709
MLC623880885,283
MLC499250916,633
MLC617476609,1233
MLC633649421,339
MLC593840890,257
MLC601640161,589
MLC463983496,286
MLC931393555,532
MLC574365163,830
MLC579110269,683
MLC559759074,3192
MLC603757233,324
MLC591341421,409
MLC574088489,941
MLC915988528,252
MLC574372673,380
MLC471702610,307
MLC534311538,381
MLC962997545,534
MLC483889583,1513
MLC485914333,396
MLC540229121,367
MLC541126129,477
MLC573366242,495
MLC629774755,319
MLC537259380,333
MLC563163254,303
MLC541906351,352
MLC543554502,275
MLC540110254,265
MLC537260892,987
MLC543557172,293
MLC621140269,284
MLC571535638,257
MLC530539631,865
MLC960511685,392
MLC978278273,430
MLC904740511,292
MLC596880019,417
MLC605164196,525
MLC522355709,357
MLC535626644,602
MLC540969792,285
MLC559809518,4199
MLC550214663,519
MLC546085177,597
MLC553459837,587
MLC515478817,259
MLC915411549,741
MLC908348255,1518
MLC917682385,444
MLC917708212,269
MLC907187973,339
MLC583295247,274
MLC954423097,260
MLC560242978,464
MLC954725167,458
MLC908336501,551
MLC954783799,296
MLC541569644,8211
MLC941033669,277
MLC550338854,1562
MLC908381843,737
MLC549982082,2501
MLC907094105,255
MLC538112790,331
MLC578040548,912
MLC923035361,271
MLC550338887,784
MLC626332736,431
MLC578114253,254
MLC550338836,304
MLC549982823,381
MLC602510874,251
MLC538677773,2430
MLC572997452,258
MLC560042189,744
MLC553489330,648
MLC530698944,811
MLC547828952,274
MLC524336011,751
MLC565939801,554
MLC908387792,394
MLC566811039,5986
MLC543613101,816
MLC623267777,489
MLC528861069,260
MLC532127164,619
MLC532127179,417
MLC532127177,461
MLC522640118,435
MLC525500923,876
MLC562422768,1338
MLC955602699,427
MLC550731539,314
MLC590598319,488
MLC546924478,254
MLC582556785,293
MLC533849563,918
MLC561200602,288
MLC613833037,297
MLC526679938,256
MLC524655060,302
MLC580898071,1435
MLC533501427,1009
MLC533502547,275
MLC533500930,347
MLC620365323,426
MLC902646164,387
MLC911351162,1200
MLC524768115,426
MLC523782557,425
MLC553880530,300
MLC599142536,433
MLC589469531,446
MLC638287860,600
MLC561524884,289
MLC579981254,385
MLC538680801,255
MLC524999811,2101
MLC539503510,1565
MLC548176734,1129
MLC562254523,986
MLC531450415,596
MLC500522752,1088
MLC599170619,619
MLC533855652,338
MLC535070083,534
MLC538993355,295
MLC531452841,399
MLC549774634,782
MLC566946096,2385
MLC622537529,404
MLC535630229,539
MLC535072026,424
MLC532657301,470
MLC531453246,595
MLC589407717,456
MLC593511561,264
MLC632617740,293
MLC629291038,344
MLC579939322,326
MLC578103931,338
MLC552486806,279
MLC514323506,380
MLC567177003,892
MLC434365018,1139
MLC912047667,841
MLC563391287,773
MLC547299290,2969
MLC919225752,478
MLC547286349,816
MLC535121506,409
MLC460601027,967
MLC436221662,546
MLC433641602,662
MLC923981502,292
MLC607942559,284
MLC542119318,930
MLC549171637,380
MLC538268599,359
MLC964188935,1042
MLC972580235,698
MLC972551948,463
MLC580840210,286
MLC900015538,332
MLC933135721,314
MLC913095992,321
MLC482941810,413
MLC518845537,483
MLC541329150,307
MLC454833276,511
MLC471459377,1194
MLC471460057,1286
MLC447658584,365
MLC593891838,787
MLC919743333,254
MLC526983227,481
MLC519395520,1137
MLC551106413,1204
MLC596035639,925
MLC596943649,620
MLC581028971,561
MLC511811427,2530
MLC631277252,307
MLC579936664,396
MLC513287731,314
MLC545329167,638
MLC504975539,325
MLC440314019,466
MLC498691344,540
MLC513287650,812
MLC551028332,482
MLC615057202,356
MLC568498111,473
MLC562088677,412
MLC471459388,478
MLC939391638,270
MLC562849147,283
MLC497855031,592
MLC512164676,313
MLC550869197,314
MLC518389183,400
MLC619681922,462
MLC435930900,766
MLC641557587,859
MLC516931006,1125
MLC561768978,292
MLC511811443,900
MLC508137580,723
MLC593434713,370
MLC591872244,328
MLC504975542,1077
MLC447581559,305
MLC456292664,351
MLC550380887,309
MLC549998025,403
MLC508137575,266
MLC492394261,552
MLC550162033,502
MLC554707360,373
MLC461390451,309
MLC553203789,1389
MLC489621120,1898
MLC639044247,419
MLC943244734,251
MLC592975436,645
MLC538894183,754
MLC638000002,444
MLC927321223,393
MLC570209862,455
MLC641171601,689
MLC635059792,657
MLC598882966,636
MLC641186484,290
MLC959874274,383
MLC574086508,1651
MLC634149243,287
MLC452837588,526
MLC601654727,257
MLC633063955,457
MLC434022103,318
MLC485432546,267
MLC441929390,1547
MLC519223906,987
MLC905125309,346
MLC495746283,297
MLC600011148,941
MLC536967504,1109
MLC581948875,337
MLC619694370,342
MLC586500313,509
MLC524233048,432
MLC514220104,449
MLC585466331,2226
MLC995567004,284
MLC561304480,517
MLC925118687,436
MLC567022287,291
MLC520722745,656
MLC497901020,2468
MLC517726563,1274
MLC519693665,347
MLC476742087,523
MLC528741825,273
MLC461026560,735
MLC524009180,391
MLC538266881,256
MLC529601094,696
MLC529601027,613
MLC575654342,695
MLC538112798,692
MLC998678150,405
MLC916362852,414
MLC573365546,643
MLC619830814,1260
MLC534318572,331
MLC590140219,944
MLC547882638,473
MLC620388608,455
MLC620389862,303
MLC579733858,3003
MLC550019034,256
MLC626346032,764
MLC574055793,319
MLC619465912,476
MLC616643648,588
MLC616644302,316
MLC619465609,367
MLC522796414,252
MLC977625376,307
MLC534769230,491
MLC519765767,518
MLC542243243,583
MLC554403476,300
MLC552319550,305
MLC478447879,592
MLC552502855,1335
MLC478745065,465
MLC456970903,757
MLC545547124,394
MLC567112075,275
MLC583013370,260
MLC559751089,295
MLC440436266,328
MLC911313420,384
MLC612471831,488
MLC491448387,379
MLC458586330,1121
MLC549486638,7415
MLC537203171,2870
MLC534598252,2043
MLC551502819,1559
MLC549487543,1049
MLC534600578,2602
MLC562392321,703
MLC574425220,418
MLC534082369,469
MLC572973309,1474
MLC569818122,650
MLC569813533,523
MLC565776371,462
MLC539667337,573
MLC578717775,293
MLC553855075,551
MLC566190442,1239
MLC548620162,391
MLC531416526,3062
MLC565589467,284
MLC569219285,374
MLC534326774,352
MLC574619199,801
MLC533252954,2254
MLC905904871,1380
MLC931416373,867
MLC573444135,380
MLC562084800,582
MLC600426776,333
MLC566777838,564
MLC581714766,256
MLC561023503,352
MLC497369069,991
MLC615571533,252
MLC497338385,333
MLC545983580,880
MLC584749307,796
MLC615891497,405
MLC948860123,347
MLC947456224,652
MLC607195638,344
MLC552093379,11380
MLC918721421,1634
MLC467686121,362
MLC991240289,724
MLC549128738,349
MLC463204206,570
MLC464020784,3134
MLC570272490,282
MLC635075579,434
MLC610532923,267
MLC918437004,388
MLC592076146,1186
MLC508144171,833
MLC463367671,497
MLC509596919,335
MLC447740775,560
MLC474236538,805
MLC435198436,357
MLC521554038,255
MLC456354873,1486
MLC602365918,370
MLC496768546,551
MLC460816701,427
MLC467030898,397
MLC441035174,418
MLC566531933,286
MLC449068479,475
MLC452913528,279
MLC533745749,252
MLC605518611,369
MLC533337583,627
MLC522925708,261
MLC591925027,337
MLC627480147,2658
MLC587271526,1883
MLC587270825,2180
MLC576568528,307
MLC532023020,1200
MLC541699028,1270
MLC525218624,286
MLC536182025,969
MLC525218844,501
MLC575909307,413
MLC565769909,398
MLC548760829,950
MLC514906392,479
MLC953121796,307
MLC519497049,1487
MLC524606229,683
MLC624239071,373
MLC614157269,418
MLC614499053,567
MLC583756910,701
MLC524424291,275
MLC568864811,346
MLC524606284,3127
MLC924085446,300
MLC597476928,662
MLC917794718,262
MLC616651649,688
MLC619578188,260
MLC526981235,571
MLC587879052,4210
MLC944035003,476
MLC910784898,430
MLC917688278,383
MLC617828459,1235
MLC562646126,426
MLC523335054,590
MLC921002943,319
MLC587271143,926
MLC538872519,3156
MLC925850729,260
MLC597036390,666
MLC580344261,354
MLC545725054,652
MLC517208863,1201
MLC545723046,319
MLC519319676,4127
MLC617567309,620
MLC581345623,1111
MLC597711518,1349
MLC551270579,361
MLC945815277,657
MLC519319640,5726
MLC612932520,574
MLC474110720,724
MLC545191976,363
MLC585785100,919
MLC581034305,926
MLC979192235,752
MLC436528402,298
MLC565284314,274
MLC902621670,617
MLC605868114,363
MLC531450115,277
MLC551703588,382
MLC553053497,356
MLC561507524,275
MLC631687370,336
MLC576224690,2458
MLC937456414,744
MLC576223761,1296
MLC591880596,300
MLC952541503,283
MLC552734744,355
MLC583754595,698
MLC559721390,286
MLC582788424,1609
MLC578006129,288
MLC528389411,338
MLC551510849,390
MLC551510987,853
MLC624782875,488
MLC906738963,1391
MLC548790167,269
MLC550252107,314
MLC571410881,1201
MLC492286016,1631
MLC613841024,1015
MLC536417071,638
MLC610568419,269
MLC968234899,265
MLC571038403,1107
MLC571904213,523
MLC553417637,355
MLC610356564,745
MLC945844131,364
MLC941030669,268
MLC581595586,445
MLC566501390,898
MLC621492706,271
MLC602834295,698
MLC564992291,329
MLC559523658,819
MLC568724441,777
MLC573359994,292
MLC435965799,5234
MLC514867956,2392
MLC523989462,631
MLC620015159,838
MLC518791107,1987
MLC624210612,1375
MLC582657043,1038
MLC508383868,2356
MLC523830335,2674
MLC567090651,271
MLC523830071,2961
MLC547290784,1729
MLC539501275,1313
MLC534357125,352
MLC535540089,496
MLC567092889,382
MLC567093096,344
MLC530843520,371
MLC539063598,362
MLC984012940,381
MLC584667842,584
MLC496016995,1188
MLC504108756,1136
MLC491229729,1070
MLC453714902,447
MLC462777545,1864
MLC529550577,273
MLC530482654,601
MLC527229228,390
MLC450528574,296
MLC460889771,719
MLC929070935,371
MLC495207394,3288
MLC440388616,930
MLC635760331,268
MLC492974065,4356
MLC523988721,706
MLC445158327,460
MLC457077265,272
MLC512479009,409
MLC454036160,954
MLC438233696,3248
MLC567007464,371
MLC509655108,761
MLC500222766,865
MLC538252809,528
MLC508048241,967
MLC540614613,288
MLC534888965,361
MLC435547666,303
MLC527229232,515
MLC462378258,655
MLC435272404,930
MLC578351389,3045
MLC918022156,342
MLC559363874,319
MLC520569922,1916
MLC494388298,919
MLC641586394,428
MLC494388247,1091
MLC538137399,401
MLC641965573,421
MLC625131975,477
MLC438068513,502
MLC469571920,2391
MLC477730459,496
MLC455773614,1296
MLC535360203,1516
MLC495210905,1056
MLC544827411,317
MLC527219896,708
MLC435155996,2860
MLC461203171,482
MLC438278207,644
MLC478362929,1537
MLC434991132,308
MLC457430118,405
MLC540606242,348
MLC435185074,271
MLC440044695,388
MLC452454456,893
MLC462024356,408
MLC972246799,313
MLC613856113,1517
MLC603301571,847
MLC612790543,1139
MLC641586254,367
MLC467509030,1389
MLC562608461,517
MLC594521351,328
MLC628899275,639
MLC547579816,283
MLC460153843,513
MLC451004166,691
MLC436230316,278
MLC452093356,902
MLC625211723,302
MLC551505440,529
MLC494314342,1569
MLC571301505,296
MLC598787896,419
MLC625792144,1079
MLC588033298,411
MLC521018997,268
MLC600842229,360
MLC930032045,341
MLC570740291,598
MLC545984735,298
MLC477527127,386
MLC533248394,710
MLC508338121,363
MLC538271884,15071
MLC634367331,4099
MLC543098227,3360
MLC580672051,4847
MLC931327612,799
MLC955115811,364
MLC600350907,1181
MLC937013764,417
MLC917702974,819
MLC552870456,507
MLC640745479,302
MLC615995248,509
MLC581768029,1112
MLC550115236,1747
MLC548403028,1408
MLC550922497,3859
MLC545551125,1496
MLC966213099,499
MLC552025505,402
MLC524561681,11280
MLC553157807,359
MLC544404779,340
MLC549740243,4361
MLC597386793,506
MLC917709857,659
MLC577366950,335
MLC533864373,5293
MLC549739793,1485
MLC622431228,531
MLC537043692,304
MLC524347058,1197
MLC916360313,366
MLC548792824,569
MLC579364498,447
MLC552025317,1394
MLC593058486,337
MLC541980893,1333
MLC539187893,1336
MLC542185097,349
MLC572209829,281
MLC521821128,7612
MLC456597589,844
MLC518091724,508
MLC541524264,573
MLC524426978,345
MLC442618071,393
MLC508103726,355
MLC441290286,285
MLC476268522,959
MLC440291250,465
MLC527349402,349
MLC509254464,610
MLC534115971,571
MLC520566509,333
MLC498400156,313
MLC578390505,850
MLC509250380,1783
MLC514874105,1817
MLC490078677,1005
MLC509250836,590
MLC638620754,415
MLC521293120,652
MLC575884433,271
MLC620768025,461
MLC550734959,367
MLC519574853,404
MLC617876876,418
MLC490078987,262
MLC499028652,277
MLC622509379,252
MLC509252670,1199
MLC576577835,358
MLC540815118,303
MLC441119618,319
MLC468547273,277
MLC456190797,664
MLC575358840,481
MLC579359126,288
MLC469019999,1470
MLC575358299,369
MLC642366183,441
MLC567719479,299
MLC522986325,260
MLC562637143,400
MLC580854701,2775
MLC540057190,731
MLC518393173,1174
MLC457746019,254
MLC519070098,373
MLC539489825,2245
MLC554635774,269
MLC604224433,1099
MLC913445081,1527
MLC1006493491,629
MLC630972037,1569
MLC571901462,1012
MLC969032240,396
MLC524770439,308
MLC613514885,931
MLC571901009,903
MLC553149151,1637
MLC937011928,273
MLC598132711,1039
MLC900691201,540
MLC524765186,1002
MLC553986305,1932
MLC571901176,373
MLC571901307,541
MLC900692220,950
MLC552502920,499
MLC598131331,1167
MLC600430435,566
MLC545183765,896
MLC552715847,782
MLC552502932,347
MLC598084834,1614
MLC545181987,1227
MLC501530156,2032
MLC524768046,306
MLC471391972,473
MLC597796369,770
MLC545183901,263
MLC554352134,264
MLC594402639,486
MLC545183805,372
MLC598715664,375
MLC975086613,418
MLC545181542,256
MLC545181634,1151
MLC922889486,579
MLC505282541,265
MLC616989693,411
MLC953156636,303
MLC639378828,284
MLC590113718,496
MLC520247470,603
MLC473035064,586
MLC540798463,817
MLC540798440,255
MLC540798445,513
MLC540798413,337
MLC602370746,349
MLC543916491,969
MLC562725014,259
MLC595366197,333
MLC489223103,459
MLC561527395,751
MLC614334826,711
MLC536405219,371
MLC551294076,348
MLC582570251,286
MLC626480253,279
MLC551839879,489
MLC621453699,325
MLC585758500,292
MLC526334711,1548
MLC554997298,258
MLC507640734,1159
MLC511111461,823
MLC561786815,261
MLC542884441,446
MLC464446573,799
MLC587971343,710
MLC538683540,810
MLC582016996,1547
MLC554399416,408
MLC962762263,255
MLC553899552,548
MLC560649375,435
MLC538328229,813
MLC560649489,1127
MLC542350135,297
MLC563541585,324
MLC572974562,588
MLC555023260,264
MLC579347538,716
MLC574425444,323
MLC604215908,432
MLC565649442,529
MLC552294053,2010
MLC537781650,1493
MLC616436949,449
MLC513225727,512
MLC620439124,1294
MLC453733796,5679
MLC553904359,579
MLC579734418,309
MLC604215743,520
MLC514030955,312
MLC577034898,341
MLC544836980,464
MLC577050030,968
MLC933135046,343
MLC579080724,432
MLC937999177,917
MLC974384279,725
MLC595466444,319
MLC976964844,324
MLC1003439115,401
MLC599943402,255
MLC582467533,581
MLC606734629,426
MLC583065449,286
MLC567463283,593
MLC911956048,254
MLC542751310,273
MLC539083823,387
MLC635028730,299
MLC554247296,383
MLC955338493,391
MLC607877717,328
MLC955325721,656
MLC926545206,279
MLC636008997,355
MLC543500638,345
MLC619598761,1383
MLC580339991,387
MLC526346066,464
MLC523797975,480
MLC433585476,1385
MLC497104113,332
MLC448867675,430
MLC435625384,476
MLC435276955,365
MLC455686389,352
MLC468620581,1174
MLC455686431,704
MLC534190935,269
MLC468620575,643
MLC435146259,956
MLC468620591,485
MLC468620584,521
MLC455686473,259
MLC913215343,339
MLC933136317,307
MLC609537413,498
MLC973492160,565
MLC621850671,885
MLC536996184,1868
MLC574166850,629
MLC579748358,1099
MLC548784740,756
MLC636891319,588
MLC943447865,453
MLC634405668,633
MLC902278994,487
MLC578019933,321
MLC536961647,284
MLC901799546,334
MLC947392445,276
MLC579360267,662
MLC621170017,948
MLC568724985,805
MLC579287917,337
MLC542019243,307
MLC599977991,1463
MLC951240634,737
MLC1032401700,503
MLC950783986,1460
MLC978838214,532
MLC964996983,584
MLC581925834,723
MLC577694261,1304
MLC641375695,421
MLC634016782,328
MLC989986617,341
MLC542284334,400
MLC913967084,1085
MLC634016973,1032
MLC559800155,2064
MLC550423834,1118
MLC641023841,298
MLC550151483,388
MLC582645515,352
MLC916805223,620
MLC554652307,373
MLC915900372,1340
MLC523539849,422
MLC622869251,614
MLC575356383,256
MLC554084545,493
MLC955341713,268
MLC639143990,1042
MLC619116948,5280
MLC959885197,317
MLC547342546,620
MLC620993123,424
MLC619114933,258
MLC529612905,523
MLC943023943,599
MLC923284533,613
MLC630844427,253
MLC945410805,779
MLC968721237,767
MLC906942452,602
MLC902094228,1765
MLC951292475,400
MLC622121761,353
MLC964143483,535
MLC908734852,287
MLC579132733,280
MLC908506283,755
MLC640736631,1920
MLC464646331,3408
MLC624246137,2393
MLC568883134,7099
MLC524587589,5054
MLC575318575,2974
MLC920705368,335
MLC550310469,2441
MLC952152559,258
MLC577719296,1011
MLC980482823,390
MLC548097107,343
MLC524196922,413
MLC503164447,502
MLC492815133,814
MLC563389521,549
MLC900327776,415
MLC518303955,603
MLC573442843,1516
MLC537960323,829
MLC524195478,253
MLC482069129,398
MLC493525165,321
MLC463660700,262
MLC589413652,790
MLC577413734,644
MLC435008962,274
MLC478364877,949
MLC441259827,264
MLC559354206,255
MLC435126402,505
MLC529654412,1326
MLC640000677,884
MLC554778572,2424
MLC521364225,1503
MLC622444808,450
MLC487273066,497
MLC911438416,355
MLC531231528,606
MLC456667168,1009
MLC1008149319,332
MLC904088251,262
MLC933147343,302
MLC530321342,976
MLC436352194,306
MLC537408777,511
MLC572606661,331
MLC436595347,374
MLC519882542,899
MLC584167332,266
MLC523200879,305
MLC522428970,326
MLC593946455,255
MLC534319076,260
MLC499106780,283
MLC553427439,288
MLC522428401,624
MLC553663952,2653
MLC553664197,2021
MLC464336167,3042
MLC605147082,810
MLC592625434,292
MLC553664553,521
MLC553665069,447
MLC590202517,475
MLC510750307,306
MLC590202413,373
MLC464347611,721
MLC590147822,310
MLC510747224,269
MLC561010297,444
MLC522396104,378
MLC464341933,451
MLC464347708,488
MLC464347948,417
MLC568705264,335
MLC566010305,451
MLC566010327,502
MLC590203262,345
MLC501589001,320
MLC585808203,316
MLC464347379,1121
MLC464347432,319
MLC585806184,361
MLC590147484,502
MLC560657369,441
MLC510750070,601
MLC976644086,488
MLC994817134,298
MLC984425296,600
MLC640720314,378
MLC931766500,253
MLC624385085,663
MLC553872816,514
MLC554473517,684
MLC918946762,283
MLC540999223,339
MLC553062374,1565
MLC921625744,996
MLC619480958,413
MLC629774528,576
MLC540022892,1168
MLC559808774,1443
MLC562719630,476
MLC991708769,416
MLC552867195,646
MLC950264020,312
MLC616319726,298
MLC532804945,535
MLC579366801,439
MLC550299593,307
MLC584749092,272
MLC924856568,427
MLC535320946,903
MLC565998010,257
MLC510668627,280
MLC446234440,584
MLC473183591,369
MLC476576998,288
MLC931744572,1900
MLC933126686,282
MLC582792282,352
MLC625145035,614
MLC928443798,357
MLC941520319,2088
MLC623925300,2370
MLC986538099,397
MLC629822937,2030
MLC552558418,3977
MLC581753609,11127
MLC641917412,1747
MLC579795334,526
MLC998358286,398
MLC921347984,584
MLC949633452,257
MLC640104477,704
MLC590794796,2700
MLC574806396,818
MLC594812730,602
MLC615883670,1591
MLC579122112,1435
MLC638317102,461
MLC939895423,425
MLC905907848,891
MLC612191409,309
MLC614467318,2332
MLC977469662,528
MLC957925481,260
MLC559772134,2047
MLC616998765,720
MLC945070943,602
MLC640750726,935
MLC550536004,3573
MLC537556739,1774
