meli_item_id,sold_quantity
MLC547879104,2378
MLC953525790,327
MLC617477988,262
MLC523412903,256
MLC508346073,373
MLC563766028,287
MLC610938677,358
MLC457398461,1986
MLC948040880,334
MLC970992805,469
MLC964763719,594
MLC964982492,292
MLC634414945,622
MLC907083367,264
MLC567706221,575
MLC922897864,282
MLC934707447,258
MLC632391682,762
MLC575361514,276
MLC554613742,783
MLC640394408,466
MLC521983144,275
MLC531134023,2116
MLC550645247,578
MLC550293898,782
MLC632391528,462
MLC615873576,353
MLC985128486,324
MLC611505214,312
MLC905280373,272
MLC642354911,494
MLC621530441,340
MLC548618228,369
MLC960950413,2120
MLC553676904,1445
MLC963708534,346
MLC979266005,254
MLC593035509,278
MLC553676116,428
MLC570016605,468
MLC622236207,336
MLC570016623,263
MLC492858985,561
MLC553677290,735
MLC936378598,747
MLC965939465,499
MLC969146815,277
MLC630975527,555
MLC927555104,265
MLC600732469,322
MLC943560748,788
MLC907340433,605
MLC591927658,1556
MLC602466968,469
MLC582632538,445
MLC473482694,280
MLC927179982,582
MLC535620353,574
MLC906953587,893
MLC549132055,2939
MLC951458944,416
MLC577050661,2583
MLC564423582,1971
MLC582452869,588
MLC538499714,4285
MLC590114726,606
MLC549459484,582
MLC528590874,2175
MLC552897397,278
MLC549458720,619
MLC528591869,385
MLC623222544,466
MLC542871130,1671
MLC562598850,289
MLC590548298,428
MLC467029503,417
MLC609227469,258
MLC572207711,424
MLC575355202,329
MLC552013770,287
MLC534279462,301
MLC582779688,1236
MLC477194311,348
MLC545980110,860
MLC545979901,698
MLC540798447,1043
MLC540798455,339
MLC611215197,308
MLC524709298,314
MLC560225638,982
MLC538503772,583
MLC522626726,253
MLC627400310,331
MLC612251624,551
MLC540798470,418
MLC540798436,307
MLC535907318,542
MLC634772753,251
MLC539148991,531
MLC535907467,312
MLC573263535,349
MLC612699170,279
MLC536067441,339
MLC542195436,269
MLC532231969,738
MLC542195367,388
MLC458963499,260
MLC485915699,1326
MLC612954202,572
MLC572222068,421
MLC467470237,574
MLC462415871,1007
MLC541265214,322
MLC460561922,1275
MLC605114545,361
MLC614770559,1587
MLC955949683,379
MLC614785903,433
MLC590866499,691
MLC599589664,899
MLC579979930,1895
MLC567001933,891
MLC954942248,271
MLC570736948,444
MLC579975667,922
MLC539163855,357
MLC553904008,299
MLC537394986,890
MLC596482078,511
MLC491068732,1655
MLC596480938,528
MLC542746092,479
MLC500009894,262
MLC537393946,279
MLC618827352,335
MLC536560108,421
MLC553732383,2190
MLC901011143,990
MLC914234536,384
MLC629329067,898
MLC552706367,7026
MLC637929791,416
MLC582355753,804
MLC909222482,488
MLC624746031,467
MLC602799786,353
MLC560440805,494
MLC562429002,394
MLC578279206,469
MLC582655220,1355
MLC553206649,1541
MLC581045102,258
MLC536392527,377
MLC922888570,397
MLC562609172,471
MLC634771726,600
MLC589403400,342
MLC538853119,325
MLC997048759,266
MLC572220501,1118
MLC533443757,887
MLC584660482,633
MLC625490041,420
MLC555234354,783
MLC571218694,308
MLC642391826,1388
MLC509251934,976
MLC925235128,393
MLC537834506,872
MLC544844344,302
MLC504018430,530
MLC485367454,1012
MLC537834323,259
MLC535627946,1656
MLC536680971,450
MLC542538309,920
MLC444936861,265
MLC563444293,632
MLC449520631,485
MLC904093400,429
MLC537835780,508
MLC566180431,808
MLC562593229,624
MLC978336889,336
MLC536065653,2125
MLC509118165,457
MLC524500918,1113
MLC608128259,430
MLC641472279,265
MLC546839360,544
MLC562491770,1778
MLC579968748,359
MLC552926200,392
MLC552117713,268
MLC967629206,310
MLC562497752,2728
MLC562527375,1682
MLC949270916,253
MLC937756623,353
MLC937808995,331
MLC531452754,3255
MLC967755874,353
MLC563125069,1002
MLC539496357,1488
MLC435071580,2627
MLC545976193,351
MLC550426879,366
MLC626445406,490
MLC541149985,488
MLC541773224,738
MLC528389269,1071
MLC541458935,396
MLC640463718,275
MLC531453093,2387
MLC513210775,685
MLC587973674,599
MLC909226084,364
MLC964207526,269
MLC608097718,397
MLC538295684,321
MLC566012601,1155
MLC587973216,305
MLC914232307,462
MLC564196256,961
MLC562335476,255
MLC582070007,401
MLC608983286,619
MLC461322184,366
MLC539794633,318
MLC532773320,1176
MLC580838986,928
MLC581039649,767
MLC531221786,1002
MLC519038681,296
MLC526436227,7953
MLC533856445,1634
MLC632005293,974
MLC547893194,2867
MLC562072829,1226
MLC623958546,550
MLC546448176,293
MLC541985175,530
MLC562389866,1441
MLC550439676,1249
MLC537822298,1549
MLC507101977,5158
MLC624231415,638
MLC537736392,635
MLC551023095,764
MLC509805929,2398
MLC436056419,372
MLC551105948,1419
MLC537962224,633
MLC525822599,833
MLC507103964,472
MLC532034315,407
MLC523688703,510
MLC536489895,320
MLC545527237,312
MLC542300674,548
MLC536489441,760
MLC523688822,291
MLC537043202,329
MLC525021100,384
MLC509771515,342
MLC540306093,556
MLC493572545,883
MLC570439290,517
MLC507375158,251
MLC523916409,583
MLC503132024,431
MLC526542046,859
MLC522605777,377
MLC508087785,291
MLC961887519,566
MLC541741061,838
MLC535625522,570
MLC537757074,319
MLC477835761,342
MLC598113812,270
MLC536933440,375
MLC571024815,295
MLC446528431,686
MLC565268568,278
MLC560419101,276
MLC972668361,324
MLC972694134,333
MLC497120655,420
MLC569828225,299
MLC944787301,264
MLC637973786,294
MLC902222577,18645
MLC905261284,5690
MLC615900004,352
MLC917093175,452
MLC532649689,1120
MLC545545424,4533
MLC542084855,670
MLC560053991,338
MLC541444918,954
MLC562766486,1208
MLC595484908,524
MLC534355012,442
MLC525151847,1736
MLC529239804,755
MLC609254320,295
MLC546715763,510
MLC474533490,2162
MLC531402826,257
MLC546923728,468
MLC501749850,1057
MLC520225987,3827
MLC496549095,946
MLC540451791,677
MLC528370629,1152
MLC458487482,617
MLC531465116,405
MLC590565877,306
MLC537932834,569
MLC473830969,685
MLC621193542,4710
MLC945684120,1162
MLC630822281,18645
MLC601942166,899
MLC614095120,495
MLC497275832,1147
MLC599971650,438
MLC541953584,6957
MLC631192295,979
MLC474487908,2630
MLC583034522,808
MLC519953614,4488
MLC572997952,258
MLC559538324,364
MLC582557417,1298
MLC455489273,1499
MLC546382492,538
MLC534226163,1043
MLC525021477,498
MLC526543447,777
MLC581778155,314
MLC576205419,382
MLC576205425,624
MLC599973037,3074
MLC599973175,1189
MLC542053400,577
MLC456031456,1992
MLC548756563,531
MLC542350229,1152
MLC568459598,262
MLC540022173,268
MLC542350218,502
MLC565282850,511
MLC934233550,550
MLC623598586,2286
MLC608592074,812
MLC497275811,1011
MLC595390511,521
MLC568216466,661
MLC472973115,253
MLC471053185,648
MLC568216470,298
MLC623605422,369
MLC637247521,532
MLC913094097,306
MLC548149419,388
MLC564992974,948
MLC615884320,9422
MLC633053082,328
MLC509585307,1614
MLC530678354,367
MLC921073224,896
MLC541695200,508
MLC568216482,406
MLC535340342,365
MLC950666682,6746
MLC523005766,274
MLC516343555,1035
MLC550747409,387
MLC550713349,2370
MLC605155787,1103
MLC490564091,968
MLC950748158,457
MLC579881695,379
MLC523008982,295
MLC966985640,642
MLC525277569,1922
MLC564149483,755
MLC513576676,897
MLC548408178,561
MLC550750948,799
MLC520012889,388
MLC553068192,384
MLC514655872,2023
MLC960745534,257
MLC964143513,337
MLC926325782,948
MLC1001126174,257
MLC522404518,363
MLC519310249,515
MLC522404462,381
MLC525163565,272
MLC567030308,1480
MLC550410856,571
MLC513429606,427
MLC545332668,262
MLC515591576,335
MLC575359370,273
MLC562724385,289
MLC492122709,421
MLC553429174,254
MLC514656389,2528
MLC932509921,316
MLC519310232,542
MLC935773868,351
MLC522404481,519
MLC550228419,252
MLC472319771,678
MLC447219078,617
MLC519629561,256
MLC522108680,251
MLC562063940,586
MLC567030332,383
MLC1001350186,503
MLC912439181,1923
MLC542395976,2896
MLC954378179,356
MLC520065576,570
MLC623632581,825
MLC553148011,400
MLC607542198,611
MLC518293512,587
MLC538658032,900
MLC536008585,708
MLC940394666,408
MLC535013582,462
MLC439421975,391
MLC492798025,285
MLC456772686,654
MLC538661300,2302
MLC923037064,2314
MLC537998343,2710
MLC548412345,440
MLC575882550,353
MLC540991896,370
MLC1011081834,294
MLC626500301,685
MLC522399948,1606
MLC562063632,323
MLC531444876,849
MLC527212336,443
MLC484770870,308
MLC930443064,329
MLC956118392,296
MLC904617110,299
MLC446739000,875
MLC627246814,1821
MLC536032917,538
MLC591938286,1101
MLC566011381,488
MLC542547877,3640
MLC921068622,576
MLC524184335,961
MLC449510806,564
MLC627236911,3575
MLC568248436,527
MLC1000117119,313
MLC520012896,557
MLC625776627,262
MLC636070956,331
MLC522446286,336
MLC521687880,901
MLC632105182,301
MLC521687887,274
MLC583441874,1839
MLC579967920,1911
MLC979540841,529
MLC943604763,319
MLC582671184,1810
MLC588080822,1229
MLC597800692,1366
MLC595487828,2004
MLC634353038,367
MLC551129014,943
MLC966552793,449
MLC973243918,740
MLC597803246,983
MLC931798921,567
MLC601975054,726
MLC969664298,477
MLC986533832,420
MLC582669703,468
MLC931747606,840
MLC636422327,812
MLC582669694,683
MLC582669695,1432
MLC630815149,286
MLC965211768,374
MLC955018328,265
MLC544887550,252
MLC970391436,327
MLC584844191,410
MLC977873258,408
MLC634436942,260
MLC539336965,435
MLC543954960,254
MLC582497558,391
MLC953127326,254
MLC539354415,1239
MLC613304917,264
MLC539328401,560
MLC533305525,487
MLC582822332,345
MLC526319141,456
MLC543164147,325
MLC525501948,549
MLC980077773,783
MLC561524080,778
MLC590547979,308
MLC583448588,300
MLC481646195,3282
MLC538863808,402
MLC954953986,255
MLC550505501,1260
MLC579075915,1875
MLC550329968,390
MLC435458801,1501
MLC575898274,634
MLC614503775,2156
MLC552689367,1387
MLC435249431,514
MLC524971508,329
MLC502740762,909
MLC910654292,288
MLC519164687,1124
MLC452035933,1989
MLC627188040,654
MLC519395125,286
MLC538282473,318
MLC952010746,4023
MLC518795559,1734
MLC504911461,941
MLC524971363,341
MLC524971307,473
MLC439441873,1894
MLC535633476,306
MLC578381222,344
MLC471398025,1348
MLC546409904,875
MLC522635711,669
MLC522678457,435
MLC534770933,614
MLC567432832,359
MLC616144570,813
MLC523418334,369
MLC612438251,675
MLC550353754,274
MLC574751542,320
MLC944060982,317
MLC471433088,376
MLC532342424,2320
MLC568636369,398
MLC575082273,303
MLC976959236,3361
MLC471397592,2581
MLC581970498,836
MLC524327912,2097
MLC470706708,1269
MLC533703317,290
MLC533703320,387
MLC573702722,333
MLC621036353,341
MLC473816356,376
MLC587981424,317
MLC993402951,6931
MLC902222536,609
MLC552308227,306
MLC435535415,390
MLC939563180,476
MLC605583692,394
MLC472376689,2536
MLC533703316,641
MLC533703305,294
MLC521062523,606
MLC933045335,296
MLC590559979,2135
MLC550862718,1356
MLC525982624,458
MLC525490463,1091
MLC533703308,296
MLC547748090,1140
MLC549970735,422
MLC610583196,983
MLC625806724,770
MLC953896405,2144
MLC902064868,467
MLC462977089,369
MLC467283866,1766
MLC969540327,854
MLC942362974,1243
MLC939723259,365
MLC914593248,1248
MLC444708073,3940
MLC462977022,862
MLC579752398,607
MLC524701702,297
MLC475464921,607
MLC524122488,390
MLC565525788,432
MLC632636947,771
MLC547273011,1483
MLC593929286,464
MLC515114139,1514
MLC467409330,489
MLC520565301,558
MLC538237114,540
MLC580697830,1349
MLC585307418,312
MLC579752436,473
MLC944054522,697
MLC572574179,493
MLC620362898,289
MLC513284455,371
MLC630993037,369
MLC980534797,272
MLC600326207,289
MLC633342040,770
MLC563394172,310
MLC480407899,450
MLC474181940,585
MLC933752684,277
MLC568620449,378
MLC523768671,372
MLC995095573,723
MLC519788164,267
MLC581590114,604
MLC572227810,663
MLC632675430,482
MLC559362121,960
MLC619647728,639
MLC640060519,340
MLC626935868,969
MLC619651239,284
MLC930155404,294
MLC605916998,283
MLC586593070,623
MLC600084792,856
MLC928033438,376
MLC600824914,573
MLC981456485,266
MLC954218856,580
MLC573226080,505
MLC564657816,909
MLC973613063,799
MLC544419852,345
MLC619644672,267
MLC551128283,497
MLC492941269,990
MLC523846049,789
MLC633593719,498
MLC521796904,607
MLC493653898,924
MLC579954304,272
MLC542014305,334
MLC582777582,467
MLC548792436,455
MLC529087356,267
MLC579263405,516
MLC530832342,711
MLC530832351,316
MLC525026414,374
MLC564738744,2452
MLC962533031,470
MLC553038865,1452
MLC946299552,381
MLC633598300,480
MLC546955427,666
MLC622887350,458
MLC520760013,878
MLC588072944,902
MLC941591073,294
MLC483840802,306
MLC571345572,418
MLC571345296,440
MLC529040287,578
MLC548655505,293
MLC565931622,705
MLC526387273,264
MLC552730199,428
MLC530832358,273
MLC524279471,646
MLC511462343,620
MLC527211346,484
MLC583243629,800
MLC585808374,833
MLC912432611,463
MLC559555909,644
MLC598827089,511
MLC633049865,398
MLC937818162,369
MLC548659482,415
MLC932153370,503
MLC586606935,322
MLC607115457,315
MLC607115473,352
MLC572998332,284
MLC435408609,510
MLC514668291,975
MLC528767943,258
MLC509658978,297
MLC436280496,381
MLC530832352,494
MLC616403034,423
MLC525001141,399
MLC524279817,469
MLC550363453,252
MLC529226937,1172
MLC523633059,391
MLC532063972,449
MLC542326326,414
MLC568493536,667
MLC546943881,251
MLC604206979,1609
MLC570587348,786
MLC547512617,456
MLC932134133,1046
MLC569146380,510
MLC968903624,1793
MLC530824883,407
MLC582645526,322
MLC605343486,1014
MLC606777503,290
MLC542729078,368
MLC526677462,311
MLC542777805,2081
MLC582631074,838
MLC529478962,322
MLC529479186,311
MLC439404116,281
MLC524391100,263
MLC524507330,268
MLC519482993,364
MLC577575116,334
MLC463742086,432
MLC635669518,1869
MLC576224916,302
MLC542879432,689
MLC588602403,390
MLC575095252,825
MLC534619118,2890
MLC616167042,482
MLC530700405,273
MLC578894281,385
MLC529788596,471
MLC523990296,737
MLC554614177,888
MLC528592131,438
MLC524593749,299
MLC937882200,417
MLC529788597,291
MLC562390713,2438
MLC908772818,569
MLC544708797,306
MLC586651857,1604
MLC529723317,556
MLC536150656,426
MLC585445345,454
MLC546332794,1818
MLC550174965,425
MLC545348370,1648
MLC550077229,1652
MLC533869285,816
MLC537333931,677
MLC537331339,327
MLC640419299,1083
MLC612479852,787
MLC577044758,464
MLC974661671,662
MLC505625480,348
MLC975497899,511
MLC611221989,705
MLC634018362,258
MLC623628458,528
MLC574776344,773
MLC623606076,281
MLC478839509,282
MLC522401669,954
MLC480307086,749
MLC520752505,2299
MLC906915099,869
MLC623602442,521
MLC936429113,1298
MLC464871647,837
MLC623617664,262
MLC497448327,377
MLC592578316,1055
MLC640409508,407
MLC550915912,422
MLC498162733,1531
MLC581595546,1149
MLC506438762,632
MLC618608478,1477
MLC569078265,786
MLC568894588,312
MLC618668360,558
MLC550193311,479
MLC570115689,477
MLC570116003,1413
MLC520745365,660
MLC582018955,677
MLC581592575,410
MLC618628291,285
MLC615622966,304
MLC480371978,254
MLC533476275,1250
MLC520751009,538
MLC606747659,1180
MLC572952820,303
MLC581355490,737
MLC498159359,680
MLC551106909,330
MLC524767156,1467
MLC581949149,429
MLC524766969,329
MLC520478272,309
MLC525810230,714
MLC548791054,252
MLC540792903,313
MLC498089551,279
MLC464871657,263
MLC568891581,486
MLC535104824,595
MLC570116489,478
MLC606751477,569
MLC545333750,1555
MLC563482371,562
MLC539190705,496
MLC545178732,263
MLC623899423,308
MLC616166806,255
MLC569077879,591
MLC914896119,342
MLC581070002,339
MLC537600538,1427
MLC618614148,447
MLC625825757,277
MLC570116720,454
MLC524766042,699
MLC525809961,643
MLC618638389,304
MLC542546327,362
MLC524765673,479
MLC552806177,273
MLC548791041,315
MLC497771409,291
MLC479531711,273
MLC568862233,2550
MLC568889999,548
MLC621496483,300
MLC524766615,633
MLC548791169,258
MLC530489790,312
MLC461568128,708
MLC478435219,359
MLC478603808,316
MLC524653569,350
MLC586496384,727
MLC573208824,528
MLC563445305,381
MLC441441562,598
MLC565529280,446
MLC567017944,333
MLC626934477,712
MLC626940884,455
MLC626933975,418
MLC626933205,333
MLC535934417,724
MLC583401473,398
MLC522861833,1491
MLC575420691,262
MLC548825254,1594
MLC607884577,269
MLC950769787,440
MLC632393254,399
MLC582582354,279
MLC522861889,552
MLC526881135,354
MLC540425222,259
MLC497951240,267
MLC626955509,2604
MLC626963552,2251
MLC549723195,282
MLC520417253,474
MLC535930279,346
MLC560024690,694
MLC545328881,428
MLC620792543,334
MLC562327136,388
MLC567013707,523
MLC927321435,333
MLC533983224,3164
MLC566363085,384
MLC465667257,313
MLC554200862,1202
MLC561141165,290
MLC914300175,254
MLC545327159,574
MLC545327138,353
MLC615972883,1026
MLC913938727,695
MLC612714823,264
MLC615627949,1396
MLC553701607,375
MLC543452667,257
MLC982573582,471
MLC907044671,300
MLC444029008,819
MLC483191985,347
MLC590151501,257
MLC549999232,327
MLC483183293,360
MLC623233399,413
MLC497066921,1228
MLC524653411,1070
MLC524653206,608
MLC514658332,1045
MLC524653518,347
MLC440393365,540
MLC910759377,940
MLC582184867,457
MLC582841609,339
MLC935757299,902
MLC919626251,263
MLC551274963,1241
MLC516610161,2301
MLC541962152,3029
MLC525808689,812
MLC485814039,568
MLC519629053,557
MLC554178060,464
MLC519764982,595
MLC563394457,384
MLC513867010,661
MLC552023976,3483
MLC926317371,1681
MLC523918774,4832
MLC925914952,280
MLC574080606,1553
MLC539732864,311
MLC489575309,1036
MLC563483277,818
MLC926877018,775
MLC489849619,394
MLC931432237,666
MLC529789077,1935
MLC559706221,397
MLC565266119,282
MLC523980661,669
MLC453437522,289
MLC571547567,3747
MLC601092563,1451
MLC562387451,2412
MLC627415624,572
MLC601092772,822
MLC538326805,1859
MLC435170633,665
MLC627430555,1352
MLC971263713,260
MLC627414550,286
MLC543430215,349
MLC566011095,276
MLC515028126,269
MLC571547636,866
MLC562084588,527
MLC559559421,1200
MLC559557823,253
MLC571547565,3320
MLC591894219,361
MLC579134335,311
MLC591893285,550
MLC967341889,417
MLC543431730,610
MLC620655213,269
MLC515027132,293
MLC610925309,555
MLC918681608,437
MLC538415978,440
MLC548589535,261
MLC566011136,282
MLC564305049,882
MLC548591601,737
MLC569076707,543
MLC571547592,2154
MLC627418385,463
MLC564305113,1487
MLC944792472,294
MLC575427382,420
MLC529030750,660
MLC935487011,303
MLC902609198,827
MLC564305190,2819
MLC564305127,2317
MLC544752680,780
MLC529031186,749
MLC542537933,1324
MLC618255423,429
MLC623697421,275
MLC525994279,762
MLC971542279,321
MLC573270682,1980
MLC626990021,562
MLC571373863,971
MLC579135221,263
MLC552568081,1890
MLC452913156,285
MLC533017361,257
MLC480661556,472
MLC498721850,546
MLC573216760,433
MLC501945865,392
MLC539208163,483
MLC996935154,257
MLC635118476,463
MLC573269148,497
MLC584793482,652
MLC501936412,319
MLC501946253,269
MLC579133457,366
MLC534086531,716
MLC579748363,452
MLC501945067,494
MLC500554267,378
MLC527394426,329
MLC550642343,384
MLC475900411,403
MLC554870845,319
MLC541863508,6879
MLC914258779,258
MLC541288183,1774
MLC994788260,358
MLC476523374,674
MLC900729842,282
MLC623226615,487
MLC639367699,821
MLC604780016,1928
MLC953489520,945
MLC553704576,292
MLC614517138,344
MLC541862361,1654
MLC541862866,1139
MLC604779808,699
MLC541860169,1337
MLC539014937,506
MLC639367698,307
MLC944303980,472
MLC914290975,312
MLC623252667,492
MLC604780005,407
MLC541862904,321
MLC548413375,1258
MLC570748869,930
MLC541863400,523
MLC539021374,421
MLC560424308,349
MLC510756339,310
MLC540261050,271
MLC964743373,509
MLC548414225,1015
MLC559686117,366
MLC559558012,1476
MLC559557998,332
MLC541862491,620
MLC578001440,784
MLC570748867,523
MLC983008415,551
MLC570748859,273
MLC559557997,373
MLC559557996,267
MLC603787169,466
MLC524454553,409
MLC550389452,3645
MLC526329919,1851
MLC519735347,1123
MLC526983378,338
MLC562121648,306
MLC510238888,320
MLC581335415,441
MLC550259097,761
MLC441051978,299
MLC604230095,415
MLC958417965,974
MLC524520672,787
MLC514914837,496
MLC589156993,4723
MLC519129987,326
MLC524988830,597
MLC958516061,2133
MLC536048281,1083
MLC485911096,338
MLC476485833,256
MLC914241599,1372
MLC478177953,305
MLC535782617,515
MLC578385494,918
MLC526401959,380
MLC565766551,441
MLC623993699,1054
MLC932490495,670
MLC536048233,937
MLC536048421,879
MLC536048388,422
MLC536048225,257
MLC520709635,261
MLC536852530,440
MLC535322913,468
MLC636472414,9146
MLC575318654,4319
MLC605918288,1145
MLC930466253,340
MLC518091493,621
MLC610572897,686
MLC554879266,999
MLC522833138,854
MLC559705346,2559
MLC543470254,4181
MLC948898560,507
MLC580784619,454
MLC935055292,404
MLC955034857,372
MLC606371652,676
MLC923258764,514
MLC634368580,380
MLC498649036,452
MLC544834665,2722
MLC547838850,320
MLC937395210,576
MLC554221638,1044
MLC941324082,442
MLC552318056,888
MLC567413644,769
MLC552315028,333
MLC554879279,5638
MLC486859312,304
MLC486857512,284
MLC504493972,571
MLC613326385,405
MLC524427935,668
MLC543133075,446
MLC503158929,359
MLC443420859,473
MLC530538670,1502
MLC523995854,291
MLC582034151,602
MLC434148286,330
MLC553442899,486
MLC519390494,279
MLC551109845,374
MLC436114039,550
MLC566847359,1155
MLC544887748,364
MLC935053581,939
MLC923671178,630
MLC583619221,302
MLC911372989,997
MLC626350862,403
MLC908986015,297
MLC538142719,576
MLC499599648,475
MLC504001796,360
MLC503159263,454
MLC577447881,1123
MLC463258097,288
MLC515079689,305
MLC552328831,357
MLC933490280,1569
MLC455453320,562
MLC545947172,752
MLC968213932,265
MLC956201045,581
MLC624400595,280
MLC525821752,497
MLC469121059,444
MLC452105793,858
MLC469364020,265
MLC467288479,516
MLC469363872,318
MLC452105808,653
MLC604790528,257
MLC475567155,1232
MLC532775036,268
MLC553227427,2635
MLC951822314,890
MLC520073739,256
MLC553229252,313
MLC576579313,316
MLC454562653,914
MLC477114385,282
MLC549129947,408
MLC448355416,879
MLC531750796,391
MLC528588787,285
MLC946152855,553
MLC633626908,379
MLC579140522,361
MLC456508284,1108
MLC542243049,398
MLC554749131,2287
MLC456591279,990
MLC436844629,888
MLC452247287,1456
MLC519246695,401
MLC554407360,824
MLC554407593,669
MLC566588274,382
MLC452538984,1128
MLC566373007,655
MLC450861372,743
MLC454819008,895
MLC450861388,385
MLC552687787,445
MLC596071513,281
MLC593040724,271
MLC601540713,541
MLC447195992,5541
MLC507374063,827
MLC435704855,1184
MLC623915153,282
MLC640730842,291
MLC641576125,312
MLC541175805,1190
MLC538778143,305
MLC541912515,346
MLC541911936,402
MLC541912058,365
MLC960500143,274
MLC563382024,258
MLC538396898,392
MLC541685177,638
MLC462952661,364
MLC932822673,1138
MLC933647729,253
MLC954202627,308
MLC942059765,340
MLC592559507,5217
MLC989962624,283
MLC913318544,298
MLC931384775,470
MLC639169907,428
MLC638633886,340
MLC590759776,6593
MLC582841237,815
MLC640765667,921
MLC604287028,491
MLC642555140,853
MLC636428018,337
MLC601969965,999
MLC607918077,4804
MLC600006623,1631
MLC561241372,365
MLC543417037,598
MLC517066773,340
MLC538490543,1350
MLC601612590,873
MLC599999968,585
MLC550021463,706
MLC537348939,4020
MLC933396432,395
MLC571452558,1965
MLC538494176,710
MLC948917582,505
MLC561082063,675
MLC533937600,356
MLC582289327,350
MLC601965273,698
MLC951272656,616
MLC901451106,257
MLC538583452,386
MLC561497769,784
MLC540806459,267
MLC950976169,510
MLC533830366,1307
MLC534599593,4574
MLC527246484,255
MLC534133774,318
MLC960023822,416
MLC535061425,1077
MLC546303975,296
MLC521727400,378
MLC521112739,1165
MLC524509906,255
MLC594423339,524
MLC544221767,356
MLC615328087,669
MLC601936106,1291
MLC522532485,267
MLC517487123,431
MLC536685665,390
MLC551052509,408
MLC552892594,368
MLC492162908,266
MLC951818699,372
MLC942092431,443
MLC566186985,2165
MLC621460690,1194
MLC951857517,442
MLC581839677,4228
MLC936435455,484
MLC935763771,421
MLC941235436,1130
MLC582764890,1225
MLC638681485,900
MLC628477266,562
MLC563093003,861
MLC594365216,336
MLC611238965,2154
MLC611829935,1546
MLC920280470,407
MLC639760760,575
MLC941337103,404
MLC566320342,1243
MLC582765617,1483
MLC636452580,615
MLC636465886,1280
MLC639423704,345
MLC563095933,1034
MLC628480512,474
MLC628483186,525
MLC582482892,297
MLC500338528,2474
MLC955366444,326
MLC561022758,1681
MLC582764243,1357
MLC609435275,438
MLC624276819,456
MLC517126680,391
MLC563094832,810
MLC563096172,1624
MLC500338513,5661
MLC638269691,591
MLC579370244,833
MLC597430025,281
MLC552882532,271
MLC638686259,274
MLC514906988,1182
MLC579369943,1419
MLC620434753,935
MLC508140237,3682
MLC513739131,503
MLC517146294,262
MLC563431570,362
MLC613514426,1303
MLC937020871,378
MLC606422109,609
MLC501875894,2418
MLC908538655,275
MLC524838576,401
MLC562400732,275
MLC513575394,775
MLC624276252,722
MLC529407131,273
MLC571305605,314
MLC593063521,283
MLC524900474,846
MLC600417912,620
MLC942136992,621
MLC967999518,398
MLC629881021,948
MLC624262604,3541
MLC616154180,900
MLC642689101,695
MLC564169098,535
MLC953374512,730
MLC942142282,1066
MLC949638514,444
MLC922876479,571
MLC642710286,579
MLC928072132,328
MLC599649507,289
MLC946912780,264
MLC967347549,1525
MLC598111108,6240
MLC908501464,1172
MLC958958749,322
MLC598297242,1341
MLC938000893,505
MLC509594750,598
MLC570724735,367
MLC598297771,423
MLC911094897,345
MLC508248218,319
MLC911985689,676
MLC472593955,1005
MLC901879582,391
MLC991468870,480
MLC508087274,1265
MLC583038940,2308
MLC619995012,278
MLC607568965,3755
MLC950134719,546
MLC906336664,795
MLC607569323,2025
MLC608092240,402
MLC630713520,824
MLC577384356,1818
MLC562717083,1330
MLC567413811,641
MLC475919588,1663
MLC607938553,502
MLC563751088,371
MLC918660063,271
MLC574029892,1195
MLC614695310,344
MLC563750892,640
MLC633239645,302
MLC583770454,681
MLC582799735,370
MLC560213791,357
MLC634861430,546
MLC473032581,381
MLC613197697,285
MLC526891841,253
MLC529408985,266
MLC560224773,722
MLC579883197,386
MLC562076643,252
MLC474128044,7160
MLC481573445,646
MLC541802521,1244
MLC582809333,1856
MLC434237079,697
MLC589449255,4497
MLC476374360,4286
MLC474358933,1278
MLC521936285,575
MLC434942234,1858
MLC433595022,1620
MLC436088355,1576
MLC434942217,423
MLC580894737,378
MLC518669361,1649
MLC474115161,1594
MLC941112697,642
MLC466750055,621
MLC474799316,546
MLC438139886,275
MLC914297878,690
MLC642355076,540
MLC474127068,686
MLC474188017,678
MLC474127894,334
MLC935495337,3393
MLC987609665,1309
MLC575360204,3778
MLC969028677,1077
MLC638254977,1593
MLC974005175,427
MLC904178837,4168
MLC943023313,996
MLC969486924,632
MLC1011169097,622
MLC570068765,1667
MLC553451999,1363
MLC525476817,839
MLC553409182,2126
MLC634835932,345
MLC596974104,459
MLC917701724,685
MLC560440827,741
MLC968988724,563
MLC902057140,988
MLC636125228,909
MLC933929806,449
MLC934411766,440
MLC575923384,1230
MLC596977550,365
MLC948102921,463
MLC905934562,539
MLC552554621,1730
MLC590137639,1546
MLC578744992,439
MLC571461079,2233
MLC570078262,2940
MLC977106889,994
MLC569173100,834
MLC613315595,1095
MLC983247309,543
MLC560440667,890
MLC563480343,832
MLC577404543,314
MLC905947255,424
MLC975847189,253
MLC568494701,953
MLC570069257,872
MLC576227904,565
MLC538322256,4210
MLC452910571,597
MLC577404251,372
MLC529601530,371
MLC601141506,413
MLC521781586,871
MLC576600426,489
MLC570079542,1488
MLC916968150,469
MLC578763420,850
MLC528601757,1636
MLC569104162,866
MLC977074679,606
MLC477206921,3265
MLC554432832,1334
MLC948109396,342
MLC597042279,3129
MLC561226147,348
MLC623664640,417
MLC902283601,283
MLC948148566,385
MLC937005229,362
MLC517637884,1146
